Ten_lop,ID_lop,ID_khoa
127090A,1608,0
127090B,1609,0
127093A,1610,0
127093B,1611,0
127093C,1612,0
127410A,1613,0
127410B,1614,0
127410C,1615,0
127420A,1616,0
127420B,1617,0
127421A,1618,0
127421B,1619,0
127421C,1620,0
127422A,1621,0
127422B,1622,0
127430A,1623,0
127430B,1624,0
127431A,1625,0
127431B,1626,0
127431C,1627,0
127431D,1628,0
127432A,1629,0
127432C,1630,0
127433A,1631,0
127433B,1632,0
127433C,1633,0
127450A,1634,0
127450B,1635,0
127451A,1636,0
127452A,1637,0
127452B,1638,0
12942CTU,1639,0
129501A,1640,0
129501B,1641,0
129502A,1642,0
129502B,1643,0
12CDL,1644,0
12CKD A,1645,0
12CKD B,1646,0
12CKM,1647,0
12DKC,1648,0
12KDD,1649,0
12MCN,1650,0
131040A,1651,0
131040B,1652,0
131040C,1653,0
131091A,1654,0
131091B,1655,0
131091C,1656,0
131092A,1657,0
131092B,1658,0
131101A,1659,0
131101B,1660,0
131101C,1661,0
131102A,1662,0
131102B,1663,0
131102C,1664,0
131103A,1665,0
131103B,1666,0
13110CLC,1667,0
131161A,1668,0
131161B,1669,0
131161C,1670,0
131162A,1671,0
131162B,1672,0
131162C,1673,0
13116CLC,1674,0
131191A,1675,0
131191B,1676,0
13119CL1,1677,0
13119CL2,1678,0
131230A,1679,0
131230B,1680,0
131241A,1681,0
131241B,1682,0
131241C,1683,0
131242A,1684,0
131242B,1685,0
13124CLC,1686,0
131251A,1687,0
131251B,1688,0
131252A,1689,0
131252B,1690,0
13125CLC,1691,0
131411A,1692,0
131411B,1693,0
131411C,1694,0
131411D,1695,0
131412A,1696,0
131412B,1697,0
131412C,1698,0
131412D,1699,0
131413A,1700,0
131413B,1701,0
131413C,1702,0
131413D,1703,0
131414A,1704,0
131414B,1705,0
131414C,1706,0
131414D,1707,0
13141CL1,1708,0
13141CL2,1709,0
13141CL3,1710,0
13141CLC,1711,0
131421A,1712,0
131421B,1713,0
131421C,1714,0
131421D,1715,0
131422A,1716,0
131422B,1717,0
131422C,1718,0
131422D,1719,0
131423A,1720,0
131423B,1721,0
131423C,1722,0
131423D,1723,0
13142CL1,1724,0
13142CL2,1725,0
131431A,1726,0
131431B,1727,0
131431C,1728,0
131431D,1729,0
131432A,1730,0
131432B,1731,0
131432C,1732,0
131432D,1733,0
131433A,1734,0
131433B,1735,0
131433C,1736,0
131433D,1737,0
131434A,1738,0
131434B,1739,0
131434C,1740,0
13143CL1,1741,0
13143CL2,1742,0
13143CL3,1743,0
13143CL4,1744,0
131441A,1745,0
131441B,1746,0
131441C,1747,0
131442A,1748,0
131442B,1749,0
131442C,1750,0
13144CLC,1751,0
131451A,1752,0
131451B,1753,0
131451C,1754,0
131452A,1755,0
131452B,1756,0
131452C,1757,0
131453A,1758,0
131453B,1759,0
131453C,1760,0
131454A,1761,0
131454B,1762,0
131454C,1763,0
13145CL1,1764,0
13145CL2,1765,0
131461A,1766,0
131461B,1767,0
131461C,1768,0
131461D,1769,0
131462A,1770,0
131462B,1771,0
131462C,1772,0
131463A,1773,0
131463B,1774,0
131463C,1775,0
13146CLC,1776,0
131470A,1777,0
131470B,1778,0
131470C,1779,0
13147CL1,1780,0
13147CL2,1781,0
13147CLC,1782,0
131480A,1783,0
131480B,1784,0
131480C,1785,0
131483A,1786,0
13148CLC,1787,0
131491A,1788,0
131491B,1789,0
131491C,1790,0
131492A,1791,0
131492B,1792,0
131492C,1793,0
131493A,1794,0
131493B,1795,0
13149CL1,1796,0
13149CL2,1797,0
1314CL2,1798,0
131501A,1799,0
131501B,1800,0
131502A,1801,0
131502B,1802,0
13150CLC,1803,0
131511A,1804,0
131511B,1805,0
131511C,1806,0
131512A,1807,0
131512B,1808,0
13151CLC,1809,0
131520A,1810,0
13475A,1811,0
13542SP,1812,0
13543SP,1813,0
13709,1814,0
137090A,1815,0
137090B,1816,0
13709B,1817,0
137410A,1818,0
137410B,1819,0
137410C,1820,0
137420A,1821,0
137420B,1822,0
137420C,1823,0
137430A,1824,0
137430B,1825,0
137430C,1826,0
137450A,1827,0
137450B,1828,0
13942CTU,1829,0
139501A,1830,0
139501B,1831,0
139502A,1832,0
139502B,1833,0
13CKM,1834,0
13CKĐ,1835,0
13CĐL,1836,0
13KĐĐ,1837,0
13MCN,1838,0
13ĐKC,1839,0
141040A,1840,0
141040B,1841,0
141040C,1842,0
141091A,1843,0
141091B,1844,0
141091C,1845,0
141092A,1846,0
141092B,1847,0
141092C,1848,0
14109CLC,1849,0
141101A,1850,0
141101B,1851,0
141101C,1852,0
141102A,1853,0
141102B,1854,0
141102C,1855,0
141103A,1856,0
141103B,1857,0
141103C,1858,0
14110CL1,1859,0
14110CL2,1860,0
14110CL3,1861,0
141161A,1862,0
141161B,1863,0
141161C,1864,0
141162A,1865,0
141162B,1866,0
141163A,1867,0
141163B,1868,0
14116CLC,1869,0
141190A,1870,0
141190B,1871,0
141190C,1872,0
14119CL1,1873,0
14119CL2,1874,0
141230A,1875,0
141230B,1876,0
141240A,1877,0
141240B,1878,0
141240C,1879,0
14124CLC,1880,0
141250A,1881,0
141250B,1882,0
14125CLC,1883,0
141411A,1884,0
141411B,1885,0
141411C,1886,0
141412A,1887,0
141412B,1888,0
141412C,1889,0
141412D,1890,0
141413A,1891,0
141413B,1892,0
141413C,1893,0
141413D,1894,0
141414A,1895,0
141414B,1896,0
14141CL1,1897,0
14141CL2,1898,0
14141CL3,1899,0
14141CL4,1900,0
141421A,1901,0
141421B,1902,0
141421C,1903,0
141421D,1904,0
141422A,1905,0
141422B,1906,0
141422C,1907,0
141422D,1908,0
141423A,1909,0
141423B,1910,0
141423C,1911,0
141423D,1912,0
141424A,1913,0
141424B,1914,0
14142CL1,1915,0
14142CL2,1916,0
14142CLC,1917,0
141431A,1918,0
141431B,1919,0
141431C,1920,0
141431D,1921,0
141432A,1922,0
141432B,1923,0
141432C,1924,0
141433A,1925,0
141433B,1926,0
141433C,1927,0
141433D,1928,0
14143CL1,1929,0
14143CL2,1930,0
14143CLC,1931,0
141441A,1932,0
141441B,1933,0
141441C,1934,0
141442A,1935,0
141442B,1936,0
141442C,1937,0
14144CL1,1938,0
14144CL2,1939,0
141451A,1940,0
141451B,1941,0
141451C,1942,0
141452A,1943,0
141452B,1944,0
141452C,1945,0
141453A,1946,0
141453B,1947,0
141453C,1948,0
141454A,1949,0
141454B,1950,0
141454C,1951,0
1414552C,1952,0
14145CLC,1953,0
141461A,1954,0
141461B,1955,0
141461C,1956,0
141461D,1957,0
141462A,1958,0
141462B,1959,0
141462C,1960,0
141463A,1961,0
141463B,1962,0
141463C,1963,0
14146CL1,1964,0
14146CL2,1965,0
14146CLC,1966,0
141470A,1967,0
141470B,1968,0
141470C,1969,0
14147CL1,1970,0
14147CL2,1971,0
141480A,1972,0
141480B,1973,0
141480C,1974,0
14148CLC,1975,0
141491A,1976,0
141491B,1977,0
141492A,1978,0
141492B,1979,0
141493A,1980,0
141493B,1981,0
141494A,1982,0
141494B,1983,0
14149CL1,1984,0
14149CL2,1985,0
141501A,1986,0
141501B,1987,0
141501C,1988,0
141502A,1989,0
141502B,1990,0
14150CL1,1991,0
14150CL2,1992,0
14150CLC,1993,0
141511A,1994,0
141511B,1995,0
141512A,1996,0
141512B,1997,0
14151CLC,1998,0
141520A,1999,0
141520B,2000,0
14442SP2,2001,0
14443SP2,2002,0
14445SP2,2003,0
1444SP2,2004,0
14542SP2,2005,0
145435SP2,2006,0
14543SP2,2007,0
145450SP2,2008,0
14545SP2,2009,0
14642SP2,2010,0
14645SP2,2011,0
147090A,2012,0
147090B,2013,0
147410A,2014,0
147410B,2015,0
147420A,2016,0
147420B,2017,0
14742B,2018,0
147430A,2019,0
147430B,2020,0
147450A,2021,0
147450B,2022,0
14842SP2,2023,0
14843SP2,2024,0
14845SP2,2025,0
149500A,2026,0
149500B,2027,0
149500C,2028,0
14D05,2029,0
14Đ01,2030,0
14Đ02,2031,0
14Đ03,2032,0
14Đ05,2033,0
14Đ09,2034,0
151040A,2035,0
151040B,2036,0
151091A,2037,0
151091B,2038,0
151091C,2039,0
151092A,2040,0
151092B,2041,0
15109CL1,2042,0
15109CL2,2043,0
151101A,2044,0
151101B,2045,0
151101C,2046,0
151102A,2047,0
151102B,2048,0
151103A,2049,0
151103B,2050,0
15110CL1,2051,0
15110CL2,2052,0
15110CL3,2053,0
15110CL4,2054,0
15110CL5,2055,0
151161A,2056,0
151161B,2057,0
151162A,2058,0
151162B,2059,0
15116CL1,2060,0
15116CL2,2061,0
151191A,2062,0
151191B,2063,0
151192A,2064,0
151192B,2065,0
15119CL1,2066,0
15119CL2,2067,0
151230A,2068,0
151241A,2069,0
151241B,2070,0
151242A,2071,0
151242B,2072,0
15124CL1,2073,0
15124CL2,2074,0
151250A,2075,0
151250B,2076,0
151250C,2077,0
15125CL1,2078,0
15125CL2,2079,0
151260A,2080,0
151260B,2081,0
151260C,2082,0
151271A,2083,0
151271B,2084,0
151272A,2085,0
151272B,2086,0
15127CLC,2087,0
151280A,2088,0
151280B,2089,0
151280C,2090,0
151411A,2091,0
151411B,2092,0
151411C,2093,0
151411D,2094,0
151412A,2095,0
151412B,2096,0
151412C,2097,0
151413A,2098,0
151413B,2099,0
151413C,2100,0
15141CL1,2101,0
15141CL2,2102,0
15141CL3,2103,0
151421A,2104,0
151421B,2105,0
151421C,2106,0
151421D,2107,0
151422A,2108,0
151422B,2109,0
151422C,2110,0
151423A,2111,0
151423B,2112,0
151423C,2113,0
15142CL1,2114,0
15142CL2,2115,0
15142CL3,2116,0
15142CL4,2117,0
151431A,2118,0
151431B,2119,0
151431C,2120,0
151431D,2121,0
151432A,2122,0
151432B,2123,0
151432C,2124,0
151433A,2125,0
151433B,2126,0
151433C,2127,0
15143CL1,2128,0
15143CL2,2129,0
15143CL3,2130,0
151441A,2131,0
151441B,2132,0
151441C,2133,0
151442A,2134,0
151442B,2135,0
151442C,2136,0
15144CL1,2137,0
15144CL2,2138,0
15144CL3,2139,0
151451A,2140,0
151451B,2141,0
151451C,2142,0
151451D,2143,0
151452A,2144,0
151452B,2145,0
151452C,2146,0
151453A,2147,0
151453B,2148,0
151453C,2149,0
15145CL1,2150,0
15145CL2,2151,0
15145CL3,2152,0
15145CL4,2153,0
15145CL5,2154,0
15145CL6,2155,0
151461A,2156,0
151461B,2157,0
151461C,2158,0
151462A,2159,0
151462B,2160,0
151462C,2161,0
15146CL1,2162,0
15146CL2,2163,0
15146CL3,2164,0
15146CL4,2165,0
151470A,2166,0
151470B,2167,0
151470C,2168,0
15147CL1,2169,0
15147CL2,2170,0
151480A,2171,0
151480B,2172,0
151480C,2173,0
15148CL1,2174,0
15148CL2,2175,0
151491A,2176,0
151491B,2177,0
151491C,2178,0
151492A,2179,0
151492B,2180,0
15149CL1,2181,0
15149CL2,2182,0
151501A,2183,0
151501B,2184,0
151502A,2185,0
151502B,2186,0
15150CL1,2187,0
15150CL2,2188,0
151511A,2189,0
151511B,2190,0
151511C,2191,0
151512A,2192,0
151512B,2193,0
151512C,2194,0
15151CL1,2195,0
15151CL2,2196,0
15151CL3,2197,0
151520A,2198,0
151520B,2199,0
153090A,2200,0
153410A,2201,0
153410B,2202,0
153420A,2203,0
153420B,2204,0
153430A,2205,0
153430B,2206,0
153450A,2207,0
157410A,2208,0
157410B,2209,0
157421A,2210,0
157421B,2211,0
157422,2212,0
157422A,2213,0
157422B,2214,0
157431A,2215,0
157431B,2216,0
157431C,2217,0
157432A,2218,0
157432B,2219,0
159500A,2220,0
159500B,2221,0
15Đ01,2222,0
15Đ03,2223,0
15Đ05,2224,0
15Đ09,2225,0
15Đ13,2226,0
161040A,2227,0
161040B,2228,0
161040C,2229,0
161091A,2230,0
161091B,2231,0
161092A,2232,0
161092B,2233,0
16109CL1,2234,0
16109CL2,2235,0
161101A,2236,0
161101B,2237,0
161101C,2238,0
161102A,2239,0
161102B,2240,0
161102C,2241,0
161103A,2242,0
161103B,2243,0
16110CL1,2244,0
16110CL2,2245,0
16110CL3,2246,0
16110CL4,2247,0
16110CL5,2248,0
16110CL6,2249,0
161160A,2250,0
161160B,2251,0
161160C,2252,0
16116CL1,2253,0
16116CL2,2254,0
16116CL3,2255,0
161190A,2256,0
161190B,2257,0
161190C,2258,0
16119CL1,2259,0
161230A,2260,0
161230B,2261,0
161230C,2262,0
161230D,2263,0
161240A,2264,0
161240B,2265,0
161240C,2266,0
16124CL1,2267,0
16124CL2,2268,0
16124CL3,2269,0
161250A,2270,0
161250B,2271,0
161250C,2272,0
16125CL1,2273,0
16125CL2,2274,0
161260A,2275,0
161260B,2276,0
161260C,2277,0
161270A,2278,0
161270B,2279,0
161270C,2280,0
161280A,2281,0
161280B,2282,0
161280C,2283,0
161290A,2284,0
161290B,2285,0
161300A,2286,0
161300B,2287,0
161310A,2288,0
161310B,2289,0
161320A,2290,0
161320B,2291,0
161411A,2292,0
161411B,2293,0
161411C,2294,0
161412A,2295,0
161412B,2296,0
161412C,2297,0
161413A,2298,0
161413B,2299,0
16141CL1,2300,0
16141CL2,2301,0
161421A,2302,0
161421B,2303,0
161421C,2304,0
161422A,2305,0
161422B,2306,0
161422C,2307,0
161423A,2308,0
161423B,2309,0
16142CL1,2310,0
16142CL2,2311,0
16142CL3,2312,0
16142CL4,2313,0
16142CL5,2314,0
16142CLA,2315,0
161431A,2316,0
161431B,2317,0
161431C,2318,0
161432A,2319,0
161432B,2320,0
161432C,2321,0
161433A,2322,0
161433B,2323,0
16143CL1,2324,0
16143CL2,2325,0
16143CL3,2326,0
16143CL4,2327,0
16143CLA,2328,0
161441A,2329,0
161441B,2330,0
161441C,2331,0
161442A,2332,0
161442B,2333,0
16144CL1,2334,0
16144CL2,2335,0
16144CL3,2336,0
16144CL4,2337,0
16144CL5,2338,0
161451A,2339,0
161451B,2340,0
161451C,2341,0
161452A,2342,0
161452B,2343,0
161452C,2344,0
161453A,2345,0
161453B,2346,0
16145CL1,2347,0
16145CL2,2348,0
16145CL3,2349,0
16145CL4,2350,0
16145CL5,2351,0
16145CL6,2352,0
16145CL7,2353,0
16145CLA,2354,0
161461A,2355,0
161461B,2356,0
161461C,2357,0
161462A,2358,0
161462B,2359,0
161462C,2360,0
16146CL1,2361,0
16146CL2,2362,0
16146CL3,2363,0
16146CL4,2364,0
16146CL5,2365,0
16146CLA,2366,0
161470A,2367,0
161470B,2368,0
161470C,2369,0
16147CL1,2370,0
16147CL2,2371,0
16147CL3,2372,0
161480A,2373,0
161480B,2374,0
161480C,2375,0
16148CL1,2376,0
16148CL2,2377,0
161491A,2378,0
161491B,2379,0
161492A,2380,0
161492B,2381,0
16149CL1,2382,0
16149CL2,2383,0
16149CL3,2384,0
16149CLA,2385,0
161500A,2386,0
161500B,2387,0
161500C,2388,0
16150CL1,2389,0
161511A,2390,0
161511B,2391,0
161511C,2392,0
161512A,2393,0
16151CL1,2394,0
16151CL2,2395,0
16151CL3,2396,0
161520A,2397,0
163090A,2398,0
163410A,2399,0
163420A,2400,0
163420B,2401,0
163430A,2402,0
163430B,2403,0
163450A,2404,0
163450B,2405,0
163490A,2406,0
16649TKS2,2407,0
169040A,2408,0
169500A,2409,0
169500B,2410,0
171040A,2411,0
171040B,2412,0
171091A,2413,0
171091B,2414,0
171092A,2415,0
171092B,2416,0
17109CL1A,2417,0
17109CL1B,2418,0
17109CL1C,2419,0
17109CL2A,2420,0
17109CL2B,2421,0
17109CL3A,2422,0
17109CL3B,2423,0
171101A,2424,0
171101B,2425,0
171101C,2426,0
171102A,2427,0
171102B,2428,0
17110CL1A,2429,0
17110CL1B,2430,0
17110CL1C,2431,0
17110CL2A,2432,0
17110CL2B,2433,0
17110CL3A,2434,0
17110CL3B,2435,0
17110CL4A,2436,0
17110CL4B,2437,0
17110CLA1,2438,0
17110CLA2,2439,0
17110CLA3,2440,0
17110CLA4,2441,0
17110CLA5,2442,0
1711101B,2443,0
171160A,2444,0
171160B,2445,0
171160C,2446,0
17116CL1A,2447,0
17116CL1B,2448,0
17116CL1C,2449,0
17116CL2A,2450,0
17116CL2B,2451,0
17116CLA1,2452,0
17116CLA2,2453,0
171190A,2454,0
171190B,2455,0
171190C,2456,0
17119CL1A,2457,0
17119CL1B,2458,0
17119CL3,2459,0
171230A,2460,0
171230B,2461,0
171240A,2462,0
171240B,2463,0
171240C,2464,0
17124CL1A,2465,0
17124CL1B,2466,0
17124CL1C,2467,0
17124CL2A,2468,0
17124CL2B,2469,0
17124CL3A,2470,0
17124CL3B,2471,0
171250A,2472,0
171250B,2473,0
171250C,2474,0
17125CL1A,2475,0
17125CL1B,2476,0
17125CL1C,2477,0
17125CL2A,2478,0
17125CL2B,2479,0
17125CL2C,2480,0
17125CL3A,2481,0
17125CL3B,2482,0
171260A,2483,0
171260B,2484,0
171260C,2485,0
171270A,2486,0
171270B,2487,0
171270C,2488,0
171280A,2489,0
171280B,2490,0
171280C,2491,0
171290A,2492,0
171290B,2493,0
171290C,2494,0
171300A,2495,0
171300B,2496,0
171310A,2497,0
171310B,2498,0
171320A,2499,0
171320B,2500,0
171320C,2501,0
171330A,2502,0
171330B,2503,0
171330C,2504,0
171411A,2505,0
171411B,2506,0
171411C,2507,0
171412A,2508,0
171412B,2509,0
17141CL1A,2510,0
17141CL1B,2511,0
17141CL1C,2512,0
17141CL2A,2513,0
17141CL2B,2514,0
17141CL3A,2515,0
17141CL3B,2516,0
17141CLA1,2517,0
17141CLA2,2518,0
171421A,2519,0
171421B,2520,0
171421C,2521,0
171422A,2522,0
171422B,2523,0
17142CL1A,2524,0
17142CL1B,2525,0
17142CL2A,2526,0
17142CL2B,2527,0
17142CL3A,2528,0
17142CL3B,2529,0
17142CL4A,2530,0
17142CL4B,2531,0
17142CLA1,2532,0
17142CLA2,2533,0
17142CLA3,2534,0
171431A,2535,0
171431B,2536,0
171431C,2537,0
171432A,2538,0
171432B,2539,0
17143CL1A,2540,0
17143CL1B,2541,0
17143CL2A,2542,0
17143CL2B,2543,0
17143CL3A,2544,0
17143CL3B,2545,0
17143CLA1,2546,0
17143CLA2,2547,0
17143CLA3,2548,0
171441A,2549,0
171441B,2550,0
171441C,2551,0
171442A,2552,0
171442B,2553,0
17144CL1A,2554,0
17144CL1B,2555,0
17144CL2A,2556,0
17144CL2B,2557,0
17144CL3A,2558,0
17144CL3B,2559,0
17144CL4A,2560,0
17144CL4B,2561,0
17144CLA1,2562,0
17144CLA2,2563,0
171451A,2564,0
171451B,2565,0
171451C,2566,0
171452A,2567,0
171452B,2568,0
17145CL1A,2569,0
17145CL1B,2570,0
17145CL1C,2571,0
17145CL2A,2572,0
17145CL2B,2573,0
17145CL2C,2574,0
17145CL3A,2575,0
17145CL3B,2576,0
17145CL4A,2577,0
17145CL4B,2578,0
17145CLA1,2579,0
17145CLA2,2580,0
17145CLA3,2581,0
17145CLA4,2582,0
171461A,2583,0
171461B,2584,0
171461C,2585,0
171462A,2586,0
171462B,2587,0
17146CL1A,2588,0
17146CL1B,2589,0
17146CL2A,2590,0
17146CL2B,2591,0
17146CL3A,2592,0
17146CL3B,2593,0
17146CL4A,2594,0
17146CL4B,2595,0
17146CLA1,2596,0
17146CLA2,2597,0
17146CLA3,2598,0
17146CLA4,2599,0
171470A,2600,0
171470B,2601,0
171470C,2602,0
17147CL1A,2603,0
17147CL1B,2604,0
17147CL2A,2605,0
17147CL2B,2606,0
17147CL2C,2607,0
17147CL3A,2608,0
17147CL3B,2609,0
171480A,2610,0
171480B,2611,0
171480C,2612,0
17148CL1A,2613,0
17148CL1B,2614,0
17148CL1C,2615,0
17148CL2A,2616,0
17148CL2B,2617,0
17148CL2C,2618,0
171491A,2619,0
171491B,2620,0
171491C,2621,0
171492A,2622,0
171492B,2623,0
17149CL1A,2624,0
17149CL1B,2625,0
17149CL1C,2626,0
17149CL2A,2627,0
17149CL2B,2628,0
17149CL2C,2629,0
17149CLA1,2630,0
17149CLA2,2631,0
171500A,2632,0
171500B,2633,0
171500C,2634,0
17150CL1A,2635,0
17150CL1B,2636,0
171511A,2637,0
171511B,2638,0
171511C,2639,0
171512A,2640,0
171512B,2641,0
17151CL1A,2642,0
17151CL1B,2643,0
17151CL2A,2644,0
17151CL2B,2645,0
17151CL3A,2646,0
17151CL3B,2647,0
17151CLA1,2648,0
17151CLA2,2649,0
171520A,2650,0
171520B,2651,0
171530A,2652,0
171530B,2653,0
172ND24,2654,0
179500A,2655,0
181040A,2656,0
181040B,2657,0
181090A,2658,0
181090B,2659,0
181090C,2660,0
18109CL0A,2661,0
18109CL0B,2662,0
18109CL0C,2663,0
181101A,2664,0
181101B,2665,0
181101C,2666,0
181102A,2667,0
181102B,2668,0
18110CL1A,2669,0
18110CL1B,2670,0
18110CL1C,2671,0
18110CL2A,2672,0
18110CL2B,2673,0
18110CLA1,2674,0
18110CLA2,2675,0
181160A,2676,0
181160B,2677,0
181160C,2678,0
18116CL0A,2679,0
18116CL0B,2680,0
18116CL0C,2681,0
18116CLA,2682,0
181190A,2683,0
181190B,2684,0
18119CL0A,2685,0
18119CL0B,2686,0
18119CL0C,2687,0
18119CLA,2688,0
181210A,2689,0
181230A,2690,0
181230B,2691,0
181241A,2692,0
181241B,2693,0
181242A,2694,0
181242B,2695,0
18124CL1A,2696,0
18124CL1B,2697,0
18124CL2A,2698,0
18124CL2B,2699,0
181250A,2700,0
181250B,2701,0
18125CL0A,2702,0
18125CL0B,2703,0
18125CL0C,2704,0
181260A,2705,0
181260B,2706,0
181260C,2707,0
181270A,2708,0
181270B,2709,0
181280A,2710,0
181280B,2711,0
181280C,2712,0
181290A,2713,0
181290B,2714,0
181300A,2715,0
181300B,2716,0
181311A,2717,0
181311B,2718,0
181312A,2719,0
181312B,2720,0
181320A,2721,0
181320B,2722,0
181320C,2723,0
181330A,2724,0
181330B,2725,0
181421A,2726,0
181421B,2727,0
181422A,2728,0
181422B,2729,0
181423A,2730,0
181423B,2731,0
18142CL1A,2732,0
18142CL1B,2733,0
18142CL2A,2734,0
18142CL2B,2735,0
18142CL3A,2736,0
18142CL3B,2737,0
18142CLA1,2738,0
18142CLA2,2739,0
181431A,2740,0
181431B,2741,0
181431D,2742,0
181432A,2743,0
181432B,2744,0
18143CL1A,2745,0
18143CL1B,2746,0
18143CL1C,2747,0
18143CL2A,2748,0
18143CL2B,2749,0
18143CLA1,2750,0
18143CLA2,2751,0
181441A,2752,0
181441B,2753,0
181442A,2754,0
181442B,2755,0
18144CL1A,2756,0
18144CL1B,2757,0
18144CL1C,2758,0
18144CL2A,2759,0
18144CL2B,2760,0
18144CLA1,2761,0
18144CLA2,2762,0
181451A,2763,0
181451B,2764,0
181451C,2765,0
181452A,2766,0
181452B,2767,0
181452C,2768,0
18145CL1A,2769,0
18145CL1B,2770,0
18145CL1C,2771,0
18145CL2A,2772,0
18145CL2B,2773,0
18145CL3A,2774,0
18145CL3B,2775,0
18145CLA1,2776,0
18145CLA2,2777,0
181461A,2778,0
181461B,2779,0
181461C,2780,0
181462A,2781,0
181462B,2782,0
18146CL1A,2783,0
18146CL1B,2784,0
18146CL1C,2785,0
18146CL2A,2786,0
18146CL2B,2787,0
18146CLA1,2788,0
18146CLA2,2789,0
181470A,2790,0
181470B,2791,0
181470C,2792,0
18147CL0A,2793,0
18147CL0B,2794,0
18147CL0C,2795,0
18147CL1A,2796,0
18147CL1B,2797,0
18147CLA,2798,0
181491A,2799,0
181491B,2800,0
181492A,2801,0
181492B,2802,0
18149CL1A,2803,0
18149CL1B,2804,0
18149CL1C,2805,0
18149CL2A,2806,0
18149CL2B,2807,0
18149CLA,2808,0
181500A,2809,0
181500B,2810,0
18150CL0A,2811,0
18150CL0B,2812,0
18150CL0C,2813,0
181511A,2814,0
181511B,2815,0
181512A,2816,0
181512B,2817,0
18151CL0A,2818,0
18151CL0B,2819,0
18151CL0C,2820,0
18151CLA,2821,0
181530A,2822,0
181530B,2823,0
181540A,2824,0
181540B,2825,0
181550A,2826,0
181550B,2827,0
181560A,2828,0
181560B,2829,0
181570A,2830,0
181570B,2831,0
181580A,2832,0
181580B,2833,0
18158CL0A,2834,0
18158CL0B,2835,0
18158CL0C,2836,0
181590A,2837,0
181590B,2838,0
181611A,2839,0
181611B,2840,0
181612A,2841,0
181612B,2842,0
18161CL1A,2843,0
18161CL1B,2844,0
18161CL2,2845,0
18161CL2A,2846,0
18161CL2B,2847,0
18161CLA,2848,0
1816CL2B,2849,0
18542SP2,2850,0
189500A,2851,0
18A,2852,0
18MD,2853,0
18TM,2854,0
191040A,2855,0
191040B,2856,0
191090A,2857,0
191090B,2858,0
191090C,2859,0
19109CL1A,2860,0
19109CL1B,2861,0
19109CL2A,2862,0
19109CL2B,2863,0
191101A,2864,0
191101B,2865,0
191101C,2866,0
191102A,2867,0
191102B,2868,0
191102C,2869,0
19110CL1A,2870,0
19110CL1B,2871,0
19110CL1C,2872,0
19110CL2A,2873,0
19110CL2B,2874,0
19110CL2C,2875,0
19110CL3A,2876,0
19110CL3B,2877,0
19110CLA1,2878,0
19110CLA2,2879,0
19110CLA3,2880,0
19110CLA4,2881,0
191160A,2882,0
191160B,2883,0
191160C,2884,0
19116CL1A,2885,0
19116CL1B,2886,0
19116CL1C,2887,0
19116CL2A,2888,0
19116CL2B,2889,0
19116CLA1,2890,0
19116CLA2,2891,0
191190A,2892,0
191190B,2893,0
19119CL0A,2894,0
19119CL0B,2895,0
19119CL0C,2896,0
19119CLA1,2897,0
19119CLA2,2898,0
19121,2899,0
191230A,2900,0
191230B,2901,0
191241A,2902,0
191241B,2903,0
191242A,2904,0
191242B,2905,0
19124CL1A,2906,0
19124CL1B,2907,0
19124CL1C,2908,0
19124CL2A,2909,0
19124CL2B,2910,0
19124CL2C,2911,0
19124CLA1,2912,0
19124CLA2,2913,0
191250A,2914,0
191250B,2915,0
191250C,2916,0
19125CL1A,2917,0
19125CL1B,2918,0
19125CL1C,2919,0
19125CL2A,2920,0
19125CL2B,2921,0
191261A,2922,0
191261B,2923,0
191262A,2924,0
191262B,2925,0
191270A,2926,0
191270B,2927,0
191280A,2928,0
191280B,2929,0
191280C,2930,0
191290A,2931,0
191290B,2932,0
191300A,2933,0
191300B,2934,0
191311A,2935,0
191311B,2936,0
191312A,2937,0
191312B,2938,0
191321A,2939,0
191321B,2940,0
191322A,2941,0
191322B,2942,0
191330A,2943,0
191330B,2944,0
19134,2945,0
191350A,2946,0
191350B,2947,0
191360A,2948,0
191360B,2949,0
191360C,2950,0
191370A,2951,0
191370B,2952,0
191380A,2953,0
191380B,2954,0
191421A,2955,0
191421B,2956,0
191421C,2957,0
191422A,2958,0
191422B,2959,0
191422C,2960,0
19142CL1A,2961,0
19142CL1B,2962,0
19142CL1C,2963,0
19142CL2A,2964,0
19142CL2B,2965,0
19142CL2C,2966,0
19142CL3A,2967,0
19142CL3B,2968,0
19142CLA1,2969,0
19142CLA2,2970,0
19142CLA3,2971,0
191431A,2972,0
191431B,2973,0
191432A,2974,0
191432B,2975,0
191433A,2976,0
191433B,2977,0
19143CL1A,2978,0
19143CL1B,2979,0
19143CL1C,2980,0
19143CL2A,2981,0
19143CL2B,2982,0
19143CL2C,2983,0
19143CL3A,2984,0
19143CL3B,2985,0
19143CL3C,2986,0
19143CLA1,2987,0
19143CLA2,2988,0
19143CLA3,2989,0
19144,2990,0
191441A,2991,0
191441B,2992,0
191442A,2993,0
191442B,2994,0
19144CL1A,2995,0
19144CL1B,2996,0
19144CL2A,2997,0
19144CL2B,2998,0
19144CL3A,2999,0
19144CL3B,3000,0
19144CLA1,3001,0
19144CLA2,3002,0
191451A,3003,0
191451B,3004,0
191451C,3005,0
191452A,3006,0
191452B,3007,0
191453A,3008,0
191453B,3009,0
19145CL1A,3010,0
