Ten_lop,ID_lop,ID_khoa
091252B,1147,0
0914LD,1148,0
092010A,1149,0
092010B,1150,0
092020A,1151,0
092020B,1152,0
092030A,1153,0
092030B,1154,0
092050A,1155,0
092050B,1156,0
092130A,1157,0
092130B,1158,0
093010A,1159,0
093010B,1160,0
093020A,1161,0
093020B,1162,0
093050A,1163,0
093090A,1164,0
093090B,1165,0
09502SP2,1166,0
09502ĐN,1167,0
09503P2,1168,0
09503SP2,1169,0
097010A,1170,0
097010B,1171,0
097010C,1172,0
09702,1173,0
097020A,1174,0
097020B,1175,0
097020C,1176,0
09702A,1177,0
097030A,1178,0
097030B,1179,0
097030C,1180,0
097050A,1181,0
097050B,1182,0
097050C,1183,0
097090A,1184,0
097090B,1185,0
097090C,1186,0
099010A,1187,0
099011A,1188,0
099011B,1189,0
099020A,1190,0
09902CTU,1191,0
099030A,1192,0
099030B,1193,0
099040A,1194,0
099050A,1195,0
099050B,1196,0
099100A,1197,0
099100B,1198,0
099110A,1199,0
099110B,1200,0
099130A,1201,0
09914LD,1202,0
09917LD1,1203,0
09917LD2,1204,0
09BM,1205,0
09BM1,1206,0
09D02VDA,1207,0
09D02VDB,1208,0
09D02VDC,1209,0
09D02VDD,1210,0
09D03VDA,1211,0
09D03VDB,1212,0
09D03VDC,1213,0
09D03VDD,1214,0
09ED,1215,0
09FB,1216,0
09GF,1217,0
09KM,1218,0
09Đ01,1219,0
09Đ02,1220,0
09Đ03,1221,0
09Đ05,1222,0
09Đ09,1223,0
09Đ13,1224,0
10101CLC,1225,0
101101A,1226,0
10110CL1,1227,0
10110CLC,1228,0
10111CLC,1229,0
10112CLC,1230,0
101130A,1231,0
101130C,1232,0
101201A,1233,0
101241A,1234,0
102010A,1235,0
10403DVT2,1236,0
107010A,1237,0
107010B,1238,0
107011A,1239,0
10701A,1240,0
107020A,1241,0
107020B,1242,0
107030A,1243,0
107031A,1244,0
107050,1245,0
107050A,1246,0
109030A,1247,0
109100B,1248,0
10910LD,1249,0
10ABC,1250,0
10BM,1251,0
10D02VDA,1252,0
10D03A0,1253,0
10ED,1254,0
10FB,1255,0
10GF,1256,0
10TX,1257,0
111041A,1258,0
111041B,1259,0
111042A,1260,0
111042B,1261,0
111091B,1262,0
111092A,1263,0
111092B,1264,0
111101A,1265,0
111101B,1266,0
111101C,1267,0
111102A,1268,0
111102B,1269,0
111102C,1270,0
11110CLC,1271,0
111160A,1272,0
111160B,1273,0
111160C,1274,0
111191A,1275,0
111191B,1276,0
111192A,1277,0
111192B,1278,0
11119CLC,1279,0
11123,1280,0
111230A,1281,0
111230B,1282,0
111241A,1283,0
111241B,1284,0
111242A,1285,0
111242B,1286,0
11124CLC,1287,0
111252A,1288,0
111252B,1289,0
11125CLC,1290,0
111411A,1291,0
111411B,1292,0
111411C,1293,0
111412A,1294,0
111412B,1295,0
111412C,1296,0
111413A,1297,0
111413B,1298,0
111413C,1299,0
111414A,1300,0
111414B,1301,0
11141CL1,1302,0
11141CL2,1303,0
111421A,1304,0
111421B,1305,0
111421C,1306,0
111422A,1307,0
111422B,1308,0
111422C,1309,0
11142CLC,1310,0
111431A,1311,0
111431B,1312,0
111431C,1313,0
111431D,1314,0
111432A,1315,0
111432B,1316,0
111432C,1317,0
111433A,1318,0
111433B,1319,0
11143CL1,1320,0
11143CL2,1321,0
111441A,1322,0
111441B,1323,0
111441C,1324,0
111442A,1325,0
111442B,1326,0
11144CL1,1327,0
11144CL2,1328,0
111451A,1329,0
111451B,1330,0
111451C,1331,0
111451D,1332,0
111452A,1333,0
111452B,1334,0
111452C,1335,0
11145CLC,1336,0
111461A,1337,0
111461B,1338,0
111461C,1339,0
111462A,1340,0
111462B,1341,0
111463A,1342,0
111463B,1343,0
11146CLC,1344,0
111470A,1345,0
111470B,1346,0
111470C,1347,0
11147CLC,1348,0
111481A,1349,0
111481B,1350,0
111482A,1351,0
111482B,1352,0
11148CLC,1353,0
111491A,1354,0
111491B,1355,0
111491C,1356,0
111491D,1357,0
111492A,1358,0
111492B,1359,0
111492C,1360,0
11149CLC,1361,0
1114CL1,1362,0
111500A,1363,0
111500C,1364,0
11150CLC,1365,0
111511A,1366,0
111511B,1367,0
111512A,1368,0
111512B,1369,0
11151CL1,1370,0
11151CL2,1371,0
111520B,1372,0
112090A,1373,0
112410A,1374,0
112420A,1375,0
112420B,1376,0
112430A,1377,0
112430B,1378,0
112450A,1379,0
112450B,1380,0
112470A,1381,0
113410A,1382,0
113410B,1383,0
113420A,1384,0
113420B,1385,0
113430A,1386,0
113450B,1387,0
114720C,1388,0
117090A,1389,0
117090B,1390,0
117090C,1391,0
117410A,1392,0
117410B,1393,0
117410C,1394,0
117420A,1395,0
117420B,1396,0
117420C,1397,0
11742A,1398,0
117430A,1399,0
117430B,1400,0
117430C,1401,0
11743A,1402,0
117450A,1403,0
117450B,1404,0
117450C,1405,0
119040A,1406,0
119040B,1407,0
11904CTU,1408,0
119100A,1409,0
119100B,1410,0
119110A,1411,0
119110B,1412,0
119410A,1413,0
119410B,1414,0
119420A,1415,0
119420B,1416,0
119430A,1417,0
119430B,1418,0
119450A,1419,0
119470A,1420,0
119490A,1421,0
119490B,1422,0
119501A,1423,0
119501B,1424,0
119502A,1425,0
119502B,1426,0
11CKM,1427,0
11D02VDA,1428,0
11D02VDB,1429,0
11D02VDC,1430,0
11D03VDA,1431,0
11D03VDB,1432,0
11D03VDC,1433,0
11DKC,1434,0
11KDD,1435,0
11KĐĐ,1436,0
11MCN,1437,0
11ĐKC,1438,0
1200016,1439,0
121040A,1440,0
121040B,1441,0
121041A,1442,0
121041B,1443,0
121041C,1444,0
121042A,1445,0
121042B,1446,0
121042C,1447,0
121091A,1448,0
121091B,1449,0
121092A,1450,0
121092B,1451,0
121101A,1452,0
121101B,1453,0
121101C,1454,0
121102A,1455,0
121102B,1456,0
121102C,1457,0
121103A,1458,0
121103B,1459,0
121103C,1460,0
12110CLC,1461,0
121161A,1462,0
121161B,1463,0
121162A,1464,0
121162B,1465,0
121190A,1466,0
121190B,1467,0
12119CL1,1468,0
12119CL2,1469,0
12119CLC,1470,0
121230A,1471,0
121230B,1472,0
121241A,1473,0
121241B,1474,0
121241C,1475,0
121242A,1476,0
121242B,1477,0
12124CLC,1478,0
121251A,1479,0
121251B,1480,0
121252A,1481,0
121252B,1482,0
12125CLC,1483,0
121411A,1484,0
121411B,1485,0
121411C,1486,0
121412A,1487,0
121412B,1488,0
121412C,1489,0
121413A,1490,0
121413B,1491,0
121413C,1492,0
121414A,1493,0
121414B,1494,0
121414C,1495,0
12141CL1,1496,0
12141CL2,1497,0
12141CL3,1498,0
121421A,1499,0
121421B,1500,0
121421C,1501,0
121421D,1502,0
121422A,1503,0
121422B,1504,0
121422C,1505,0
121422D,1506,0
121423A,1507,0
121423B,1508,0
121423C,1509,0
121423D,1510,0
12142CLC,1511,0
121431A,1512,0
121431B,1513,0
121431C,1514,0
121431D,1515,0
121432A,1516,0
121432B,1517,0
121432C,1518,0
121432D,1519,0
121433A,1520,0
121433B,1521,0
121433C,1522,0
121433D,1523,0
12143CL1,1524,0
12143CL2,1525,0
12143CL3,1526,0
121441A,1527,0
121441B,1528,0
121441C,1529,0
121442A,1530,0
121442B,1531,0
12144CLC,1532,0
121451A,1533,0
121451B,1534,0
121451C,1535,0
121451D,1536,0
121452A,1537,0
121452B,1538,0
121452C,1539,0
121453A,1540,0
121453B,1541,0
121453C,1542,0
12145CLC,1543,0
121461A,1544,0
121461B,1545,0
121461C,1546,0
121461D,1547,0
121462A,1548,0
121462B,1549,0
121462C,1550,0
121462D,1551,0
12146CLC,1552,0
121470A,1553,0
121470B,1554,0
121470C,1555,0
121471A,1556,0
121471C,1557,0
121472A,1558,0
121472B,1559,0
12147CLC,1560,0
121480A,1561,0
121480B,1562,0
121481A,1563,0
121481B,1564,0
121482A,1565,0
121482B,1566,0
12148CL1,1567,0
12148CL2,1568,0
121491A,1569,0
121491B,1570,0
121491C,1571,0
121492A,1572,0
121492B,1573,0
121492C,1574,0
121493A,1575,0
121493B,1576,0
12149CLC,1577,0
121500A,1578,0
121500B,1579,0
121500C,1580,0
12150CLC,1581,0
121511A,1582,0
121511B,1583,0
121512A,1584,0
121512B,1585,0
12151CLC,1586,0
121520A,1587,0
121520B,1588,0
123090A,1589,0
123090B,1590,0
123250A,1591,0
123411A,1592,0
123411B,1593,0
123411C,1594,0
123412A,1595,0
123412B,1596,0
123421A,1597,0
123421B,1598,0
123422B,1599,0
123431A,1600,0
123431B,1601,0
123432A,1602,0
123432B,1603,0
123451A,1604,0
123451C,1605,0
123452A,1606,0
123452B,1607,0
