ID_GiaoTrinh,Ten_GT
3010,Tuyển tập tiêu chuẩn xây dựng của Việt Nam =Proceedings of VietNam construction standards - Tập IV: Tiêu chuẩn thiết kế/Bộ Xây Dựng
3011,Sổ tay các công trình xây dựng: Dữ liệu kiến trúc sư/Ernst Neufert
3012,Chất lượng ở cho đô thị sau năm 2000
3013,Nguyên lý thiết kế kiến trúc nhà ở dân dụng/Nguyễn Đức Thiềm
3014,"Hình học họa hình - Tập 1:Phương pháp hai hình chiếu thẳng góc, Phương pháp hình chiếu trục đo/Nguyễn Đình Điện (Chủ biên), Đỗ Mạnh Môn"
3015,"Hình học họa hình - Tập 1:Phương pháp hai hình chiếu thẳng góc, Phương pháp hình chiếu trục đo/Nguyễn Đình Điện (Chủ biên), Đỗ Mạnh Môn"
3016,"Hình học họa hình - Tập 2:Hình chiếu phối cảnh hình chiếu có số bóng trên các hình chiếu/Nguyễn Đình Điện (Chủ biên), Dương Tiến Thọ, Nguyễn Văn Tuấn"
3017,Hình học họa hình bóng và phối cảnh/Văn Đình Thông
3018,Hướng dẫn giải bài tập Hình học họa hình
3019,"Giáo trình Lịch sử kiến trúc thế giới - Tập 1: Từ xã hội nguyên thủy đến thế kỷ XVIII/ Đặng Thái Hoàng, Nguyễn Văn Đỉnh, Nguyễn Đình Thi,..."
3020,Giáo trình lịch sử kiến trúc thế giới tập 2
3021,Lịch Sử Kiến Trúc Phương Tây
3022,"Giáo trình lịch sử kiến trúc thế giới - T. 1:Từ xã hội nguyên thủy đến thế kỷ XVIII/Đặng Thái Hoàng, Nguyễn Văn Đỉnh (ch.b.); Nguyễn Đình Thi,..."
3023,
3024,Công trình trên nền đất yếu
3025,Foundation Analysis and Design
3026,Các phương pháp cải tạo đất yếu trong xây dựng/Nguyễn Ngọc Bích
3027,Xử lý nền đất yếu trong xây dựng/Nguyễn Uyên
3028,Principles of foundation Engineering
3029,"Bản vẽ kỹ thuật tiêu chuẩn quốc tế/Trần Hữu Quế, Nguyễn Văn Tuấn(dịch)"
3030,Nền Móng công trình
3031,Geometric and Engineering Drawing/K. Morling
3032,Cơ học đất
3033,"TCXD 10304-2012, Tiêu chuẩn thiết kế móng cọc"
3034,Textbook of Engineering Drawing/K. Venkata Reddy
3035,Tài liệu hướng dẫn đồ án nền móng – BM Cơ Học Đất & Nền móng
3036,Foundationg analysic and design của tác giả Bowels
3037,Phân tích và tính toán móng cọc
3038,"Architectural working drawings,Residential and Commercial Buildings/William P. Spence"
3039,Soil mechanics and foundations / Muni Budhu
3040,Cơ học đất/Châu Ngọc Ẩn
3041,"Cơ học đất/Vũ Công Ngữ, Nguyễn Văn Dũng"
3042,"Hình học họa hình - Tập 1:Hình chiếu thẳng góc, hình chiếu trục đo/Nguyễn Mạnh Dũng (Chủ biên), Nguyễn Văn Điểm"
3043,Cơ học đất I và II
3044,Nền móng công trình/ Châu Ngọc Ẩn 
3045,"Vẽ kỹ thuật xây dựng :Đã được hội đồng môn học của Bộ Giáo dục và Đào tạo thông qua làm tài liệu giảng dạy cho các trường đại học kỹ thuật /Đoàn Như Kim, Nghuyễn Quang Cự, Nguyễn Sỹ hạnh, Dương Tiến Thọ"
3046,Nền và móng /Phan Hồng Quân
3047,Foundationg design and Construction
3048,Thiết kế móng nông/Nguyễn Uyên
3049,Phân tích và tính toán móng cọc
3050,Các phương pháp cải tạo đất yếu trong xây dựng/Nguyễn Ngọc Bích
3051,Foundationg analysic and design
3052,Pile design and Construction practice
3053,
3054,Foundation analysis and design
3055,Công trình trên đất yếu/Trần Quang Hộ
3056,Nền móng và tầng hầm nhà cao tầng/ Nguyễn Văn Quảng
3057,Principles of foundation Engineering
3058,"Testing of Concrete in Structures, Blackie Academic & Professional, Chapman & Hall"
3059,Giáo trình vật liệu xây dựng:Dành cho hệ đào tạo trung học chuyên nghiệp và dạy nghề/Phùng Văn Lự
3060,"Tuyển tập tiêu chuẩn xây dựng của Việt Nam =Proceedings of Vietnam construction standards - Tập IX: Bảo vệ công trình, an toàn, vệ sinh môi trường/Bộ Xây dựng"
3061,Construction materials: Their nature and behavior
3062,"Giáo trình vật liệu xây dựng/Phan Thế Vinh, Trần Hữu Bằng"
3063,"Lý thuyết kiến trúc/Nguyễn Mạnh Thu (ch.b.), Phùng Đức Tuấn"
3064,"Bài tập vật liệu xây dựng/Phùng Văn Lự, Nguyễn Anh Đức, Phạm Hữu Anh, Trịnh Hồng Tùng"
3065," Introduction to architecture/Ching, Francis D.K"
3066,Design of Reinforced Concrete
3067,"Architects’data/Neufert, Ernst"
3068,Tính toán kết cấu bê tông cốt thép theo TC ACI-318-2002
3069,Kết cấu bê tông và  bê tông cốt thép theo quy phạm Hoa Kỳ/Nguyễn Trung Hòa
3070,Kiến trúc nhập môn/Nguyễn Hữu Trí
3071,"Kết cấu bê tông cốt thép: Thiết kế theo tiêu chuẩn Châu Âu/Phan Quang Minh, Ngô Thế Phong"
3072," Reinforced Concrete - Mechanics and Design, 6th Edition"
3073, Nội dung cập nhật với phần Nội thất theo yêu cầu của ngành
3074,"Akthem Al-Manaseer, Structural Concrete - Theory and Design, 5th Edition"
3075,"Design of Concrete Structures, 14th Edition"
3076,"Reinforced concrete - A fundamental approach, 6th Edition"
3077,Reinforced concrete structures_Volume 2
3078,Reinforced concrete – analysis and design
3079,"""Ferrocement and laminated cementitious composites”, Techno press 3000"
3080,"“High-performance construction materials: science and application”, World scientific"
3081,"“Fibre reinforced cementitious composites”, Cromwell press, 2nd edition"
3082,Advanced concrete technology”
3083,"Sử dụng AutoCad 2007 - $nTập 1:Cơ sở vẽ thiết kế hai chiều:Lý thuyết, ví dụ thực hành và bài tập /Nguyễn Hữu Lộc"
3084,"Giáo trình vẽ kỹ thuật xây dựng:Sách dùng cho các trường đào tạo THCN và dạy nghề/Nguyễn Quang Cự, Nguyễn Mạnh Dũng"
3085,"Bài tập vẽ kỹ thuật xây dựng - Tập 2/Nguyễn Quang Cự, Đặng Văn Cứ, Đoàn Như Kim"
3086,"Các tiêu chuẩn Việt Nam về vẽ kĩ thuật: TCVN 7284:2003, TCVN 7285:2003,  TCVN 7286:2003, TCVN 8-20:2002"
3087,"Bryan Stafford Smith and Alex Coul, Tall building structures: analysis and design"
3088,Reinforced concrete design
3089,Tính toán và thiết kế nhà khung BTCT nhiều tầng
3090,Hướng dẫn sử dụng phần mềm ETABS
3091,Ứng dụng phần mềm SAFE trong thiết kế xây dựng
3092,Hướng Dẫn Sử Dụng ETABS Phần Mềm Chuyên Dụng Tính Toán Nhà Cao Tầng
3093,Ứng Dụng Tin Học Trong Thiết Kế Xây Dựng - Phần Mềm ETABS Và Microsoft Project
3094,Sử dụng AutoCAD 2012
3095,Giáo trình ETABS
3096,Giáo trình đồ án môn học kết cấu BTCT theo TCVN 5574:2018
3097,Hướng dẫn đồ án môn học bê tông cốt thép 1 (Sàn sườn toàn khối có bản dầm)
3098,"Sử dụng AutoCad 2007 - $nTập 1:Cơ sở vẽ thiết kế hai chiều:Lý thuyết, ví dụ thực hành và bài tập /Nguyễn Hữu Lộc"
3099,"Kết cấu bê tông cốt thép: Phần cấu kiện cơ bản/Phan Quang Minh, Ngô Thế Phong, Nguyễn Đình Cống"
3100,"Tính toán thực hành cấu kiện bê tông cốt thép theo tiêu chuẩn TCXDVN 356:2005, Tập I"
3101,"Bộ xây dựng, TCVN 5574:2012, Kết cấu bê tông và bê tông cốt thép – tiêu chuẩn thiết kế"
3102,"Reinforced Concrete Design to Eurocode 2, 6th Edition, Palgrave Macmillan, 2007.  (7th edition, 2012 published)"
3103," Reinforced Concrete - Mechanics and Design, 6th Edition"
3104,"Akthem Al-Manaseer, Structural Concrete - Theory and Design, 5th Edition"
3105,"Design of Concrete Structures, 14th Edition"
3106,"Reinforced concrete structures, Volume 1"
3107,"Kết cấu thép: Công trình dân dụng và công nghiệp - Giáo trình dùng cho sinh viên ngành xây dựng, kiến trúc /Phạm Văn Hội, Nguyễn Quang Viên, Phạm Văn Tư,..."
3108,Kết cấu liên hợp thép – bêtông
3109,"Tiêu chuẩn xây dựng Việt Nam, Kết cấu thép – Tiêu chuẩn thiết kế, TCXDVN 338:2005"
3110,Steel Structure – Practical design studies
3111,Bài tập thiết kế kết cấu thép/Trần Thị Thôn
3112,Kết cấu công thép công trình dân dụng và công nghiệp
3113,"Exploring Engineering – An Introduction to Engineering and Design, Second Edition"
3115,Bài tập thiết kế kết cấu thép/Trần Thị Thôn
3116,"Màu sắc và phương pháp vẽ màu /Nguyễn Duy Lẫm, Đặng Thị Bích Ngân"
3117,Thiết kế kết cấu thép nhà công nghiệp
3118, Kết cấu thép công trình dân dụng và công nghiệp
3119,"TCXDVN 5574: 2012, Kết cấu bê tông và bê tông cốt thép – Tiêu chuẩn thiết kế"
3120,Structural mechanics/A. Darkov..
3121,"TCXD 2737: 1995, Tải trọng và tác động – Tiêu chuẩn thiết kế, Nhà xuất bản xây dựng"
3122,"Structural Analysis / R. C. Hibbeler, Kai Beng Yap"
3123,Cơ học kết cấu - Tập 1:Hệ tĩnh định/Lều Thọ Trình
3124,Bài tập thiết kế kết cấu thép/Trần Thị Thôn
3125,"TCXDVN 33:2006, Cấp nước mạng lưới đường ống và công trình tiêu chuẩn thiết kế"
3126,"Tiêu chuẩn xây dựng Việt Nam, Kết cấu thép – Tiêu chuẩn thiết kế, TCVN 5575:2012"
3127,Water Supply – Distribution System and Facilities Design Standard
3128,"Tiêu chuẩn xây dựng Việt Nam, Kết cấu bê tông cốt thép – Tiêu chuẩn thiết kế, TCVN 5574:2012"
3129,Eurocode 3: Design of steel structures
3130,"TCVN 4450:1987, Căn hộ ở - Tiêu chuẩn thiết kế"
3131,Eurocode 4: Design of composite steel and concrete structures.
3132,"TCVN 4451:1987, Nhà ở - Nguyên tắc cơ bản để thiết kế"
3133,"Kết cấu thép cấu kiện cơ bản/Phạm văn Hội, Nguyễn Quang Viên, Phạm Văn Tư,..."
3134," TCVN 3905:1984, Nhà ở và nhà công cộng – Thông số hình học"
3135,Kết cấu liên hợp thép – bêtông
3136,Design of metal structures
3137,Quy chuẩn hệ thống cấp thoát nước trong nhà và công trình
3138,"Fundamentals for Engineers, Butterworth-Heinemann, 2006"
3139,Bí quyết vẽ tranh tĩnh vật/Huỳnh Phạm Hương Trang
3140,Tiêu chuẩn Việt Nam
3141,Building Physics: From physical principles to international standards
3142,Giáo trình cấp thoát nước
3143,Giáo trình dạy vẽ mỹ thuật/Trần Văn Tâm
3144,Sổ tay thiết kế công trình cấp thoát nước/Lê Mục Đích
3145,"TCVN 4474:1987, Thoát nước bên trong công trình"
3146,Giáo trình bố cục/Đàm Luyện
3147,"TCVN 4513-88, Cấp nước bên trong – Tiêu chuẩn thiết kế"
3148,"TCVN 4513:1988, Cấp nước bên trong công trình"
3149,"TCVN 4474-87, Thoát nước bên trong – Tiêu chuẩn thiết kế."
3150,Cấp thoát nước/Nguyễn Thống
3151,"Giáo trình cấp thoát nước trong nhà Trần Thị Mai (chủ biên), Trần Thị Sen, Nguyễn Đình Hải"
3152,Giáo trình hình họa 3/Triệu Khắc Lễ
3153,Distribution System and Facilities Design Standard
3154,TCVN 5738 – 1993 : Hệ thống báo cháy – yêu cầu kỹ thuật được ban hành theo quyết
3155,Luật xa gần/Phạm Xuân Thành
3156,TCVN 5738 – 2001 : Yêu cầu kỹ thuật hệ thống báo cháy tự động
3157,TCVN 3890 – 2009 : Phương tiện phòng cháy và chữa cháy cho nhà và công trình
3158,TCVN 4513 – 1988 : Cấp nước bên trong – Tiêu chuẩn thiết kế
3159, Mỹ thuật cơ bản và nâng cao: Tĩnh vật ngũ quan thạch cao/Gia Bảo
3160,TCVN 5740 – 1993 : Thiế bị chữa cháy – Vòi cuộn chữa cháy tổng hợp tráng cao su
3161,"TCVN 2622 – 1995 : Phòng cháy , chống cháy cho nhà và công trình – Yêu cầu thiết"
3162,TCVN 6160 – 1996 : Phòng cháy chữa cháy nhà cao tầng – Yêu cầu thiết kế
3163,"Linear algebra and its applications/ David C. Lay, Steven R. Lay, Judith J. McDonald"
3164,TCVN 6100 – 1996 : Những quy định về chất chữa cháy bằng khí.
3165,Abstract algebra: Theory and applications/ Thomas W. Judson
3166,Tiêu chuẩn NFPA.72 (National fire protection association) . Hiệp hội quốc tế
3167,"PCCC: Hệ thống chữa cháy, hệ thống báo cháy."
3168,Đại số tuyến tính và cấu trúc đại số 
3169,"Morgan J. Hurly, Daniel Gottuk : “SFPE handbook of Fire protection engineering”"
3170,"Siddiqui, Tauseef, SM.Abbas :“Advances in Fire and Process safety”"
3171,B.Aaron Johnson :“ Fire Sprinkler“
3172,Vẽ Mỹ Thuật/Trần Văn Tâm
3173,"K.Himoto, K.Nakamura, Y.Wakasuki :“Fire science and technology 2015”"
3174, TCVN 7336 – 2003 : Hệ thống Sprinkler tự động – yêu cầu thiết kế và lắp đặt
3175,TCVN 5760 – 1993 : Yêu cầu chung về thiết kế lắp đặt và sử dụng hệ thống chữa cháy
3176,Tự học vẽ hình họa cơ bản /Nguyễn Văn Tỵ
3177, TCVN 5739 – 1993 : Thiết bị chữa cháy – Đầu nối
3178,Đại số tuyến tính và cấu trúc đại số 
3179,Water supply and sewerage
3180,Toán 1
3181,Bài giảng tóm tắt: Toán 2
3182,Tính toán thiết kế các công trình xử lý nước thải / Trịnh Xuân Lai
3183,Hình họa 1 :Giáo trình cao đẳng sư phạm /Triệu Khắc Lễ
3184,"Kế toán doanh thu, chi phí và xác định kết quả hoạt động kinh doanh tại Công ty TNHH thương mại dịch vụ Tech House : Đồ án tốt nghiệp ngành Kế toán / Lê Thị Hiền ; Phạm Hiếu (Giảng viên hướng dẫn)"
3185,Tính toán thiết kế các công trình trong hệ thống cấp nước
3186,Bài giảng Toán kinh tế 1
3187,"TCXDVN 33:2006, Cấp nước mạng lưới đường ống và công trình - Tiêu chuẩn thiết kế"
3188,Luật xa gần/Phạm Xuân Thành
3189,TCVN 7957 - 2008: Tiêu chuẩn thiết kế mạng lưới thoát nước bên ngoài công trình
3190,An Introduction to Mathematical Economics Part 2
3191,Bài giảng Toán kinh tế 2
3192,"Tổng công ty cấp nước Sài Gòn – Phòng Kỹ thuật công nghệ, Tiêu chuẩn kỹ thuất thiết bị, vật tư ngành nước"
3193,Diễn họa kiến trúc/Philip Crowe
3194,Probability and statistics for engineering and the sciences / Jay L. Devore
3195,"Màu sắc và phương pháp vẽ màu /Nguyễn Duy Lẫm, Đặng Thị Bích Ngân"
3196,"Giáo trình lý thuyết xác xuất và thống kê toán học /Lê Trung Tương, Lê Hồng Vân, Huỳnh Văn Sáu"
3197,Cấp thoát nước
3198,Bí quyết vẽ phong cảnh/Huỳnh Phạm Hương Trang
3199,Cấp nước đô thị
3200,Giáo trình dạy vẽ mỹ thuật/Trần Văn Tâm
3201,Giáo trình bố cục/Đàm Luyện
3202,Mạng lưới cấp/thoát nước
3203,Các bảng tính toán thủy lực/Nguyễn Thị Hồng
3204, Các bảng tính toán thủy lực cống và mương thoát nước
3205,Máy bơm và trạm bơm
3206,Advanced Engineering Mathematics 
3207,Toán cho kỹ sư 
3208,Trang trí hình vuông/Uyên Huy
3209,Trang trí hình tròn/Uyên Huy
3210, Trang trí đường diềm/Uyên Huy
3211,Cấp thoát nước
3212,Toán ứng dụng
3213, TCXDVN 33:06: Cấp nước – Mạng lưới đường ống và công trình – Tiêu chuẩn thiết kế.
3214,Introductory Statistics -9th edition
3215,"""TCVN 5294:95: Chất lượng nước – Quy tắc lựa chọn và đánh giá chất lượng nguồn tập trung nước ăn uống – nước sinh hoạt"""
3216, Màu sắc và phương pháp sử dụng/Uyên Huy
3217,TCVN 5295:95: Chất lượng nước – Yêu cầu bảo vệ nước mặt và nước ngầm khỏi bị nhiễm bẩn do dầu
3218,"""TCVN 5524:95: Chất lượng nước – Yêu cầu chung về bảo vệ nước mặt nước ngầm"""
3219,Xác suất Thống kê và ứng dụng
3220,Giáo trình dạy vẽ mỹ thuật/Trần Văn Tâm
3221,Công trình thu nước – Trạm bơm cấp thoát nước
3222,Giáo trình lý thuyết xác suất và thống kê  toán học :Lý thuyết cơ bản và ứng dụng/Trần Gia Tùng
3223,Sổ tay máy bơm:Dùng cho ngành cấp thoát nước và kỹ thuật môi trường nước/Lê Dung
3224,"Bài tập thống kê ứng dụng trong quản trị, kinh doanh và nghiên cứu kinh tế =Statistics for business and economics/Trần Bá Nhẫn, Đinh Thái Hoàng"
3225,Wastewater treatment
3226,Sadar Renewable Energy Research Institute Vallabh Vidyanagar – Gujarat – India:Biochemical Engineering
3227,Công nghệ môi trường – (tập 1): Xử lý nước
3228,Advanced Engineering Mathematics 
3229,Toán cao cấp cho kỹ sư 1 
3230,Hóa nước vi sinh
3231,Advanced Engineering Mathematics 
3232,Toán cao cấp cho kỹ sư 2 
3233,Cơ sở hóa học quá trình xử lý nước cấp và nước thải
3236,TCVN 2005 và TCXDVN 51 – 2008: Thoát nước – Mạng lưới và công trình bên ngoài – Tiêu chuẩn thiết kế
3237,"TCXDVN 7957: Tiêu chuẩn quốc gia: Thoát nước mạng lưới và Công trình bên ngoài – Tiêu chuẩn thiết kế (tiêu chuẩn này sẽ thay đổi theo thời gian, phù hợp với điều kiện thực tế)"
3238,Giáo trình trang trí/Tạ Phương Thảo
3239,"Physics for scientists and engineers with modern physics : Technology update / Raymond A. Serway, John W. Jetwett, Jr."
3240,Giáo trình trang trí/Phạm Ngọc Tới
3241,Giáo trình trang trí/Nguyễn Thế Hùng
3242,Giáo trình Vẽ Kỹ thuật xây dựng
3243,Thí nghiệm các nguyên lý vật lý 2
3244,"Màu sắc và phương pháp vẽ màu /Nguyễn Duy Lẫm, Đặng Thị Bích Ngân"
3245,"Physics for scientists and engineers with modern physics : Technology update / Raymond A. Serway, John W. Jetwett, Jr."
3246,Vật lý Đại cương A2: Điện từ
3247,Trang trí hình vuông/Uyên Huy
3248,Trang trí hình tròn/Uyên Huy
3249,"Physics for scientists and engineers with modern physics : Technology update / Raymond A. Serway, John W. Jetwett, Jr."
3250,Trang trí đường diềm/Uyên Huy
3251,"Cơ sở vật lý - Tập 6:Quang học và vật lý lượng tử/David Halliday, Robert Resnick, Jearl Walker;  Hoàng Hữu Thư chủ biên, Phan Văn Thích, Phạm Văn Thiều dịch"
3252, Màu sắc và phương pháp sử dụng/Uyên Huy
3253,"Vật lý đại cương: Các nguyên lý và ứng dụng -$nTập 3: Quang học và vật lý lượng tử/Trần Ngọc Hợi (Chủ biên), Phạm Văn Thiều"
3254,Giáo trình dạy vẽ mỹ thuật/Trần Văn Tâm
3255,"Bài tập vật lý đại cương - Tập 2 : Điện - Dao động - Sóng: Biên soạn theo chương trình của Bộ Giáo Dục và Đào Tạo ban hành năm 1990:Dùng cho các trường đại học khối công nghiệp, công trình thủy lợi, giao thông vận tải/Lương Duyên Bình (chủ biên), Nguyễn Hữu Hồ, Lê Văn Nghĩa, Nguyễn Quang Sính"
3256,"Vật lý đại cương - Tập 3 - phần 1 :Quang học. Vật lý điện tử và hạt nhân (Dùng cho các trường đại học khối kỹ thuật công nghiệp) /Lương Duyên Bình, Ngô Phú An, Lê Băng Sương, Nguyễn Hữu Tăng"
3257,"Bài tập vật lý đại cương - Tập 2 : Điện - Dao động - Sóng: Biên soạn theo chương trình của Bộ Giáo Dục và Đào Tạo ban hành năm 1990:Dùng cho các trường đại học khối công nghiệp, công trình thủy lợi, giao thông vận tải/Lương Duyên Bình (chủ biên), Nguyễn Hữu Hồ, Lê Văn Nghĩa, Nguyễn Quang Sính"
3258,"Bài tập vật lý đại cương - T. 3: Quang học - Vật lý lượng tử:Biên soạn theo chương trình của Bộ Giáo dục và Đào tạo ban hành năm 1990 (Dùng cho các trường đại học kỹ thuật (Công nghiệp, Xây dựng, Kiến trúc, Thủy lợi, Giao thông vận tải, Mỏ địa chất, Sư phạm kỹ thuật công nghiệp...)/Lương Duyên Bình, Nguyễn Hữu Hồ, Lê Văn Nghĩa "
3259,Hướng dẫn sử dụng Epanet
3260,"Bài tập Vật lý 3 (Dao động, Sóng, Cơ nhiệt):Môn học: 1002013 - Vật lý đại cương A3/Trần Thị Thiên Hương, Huỳnh Quang Chiến"
3262,Physics for scientists and engineers with modern physics : Technology update  9th edition
3264,"Giáo trình kinh tế xây dựng/ Bùi Mạnh Hùng, Nguyễn Thu Hương, Nguyễn Thị Tuyết Dung, Đặng Thế Hiến, Cù Thanh Thủy"
3265,Modern Physics
3266,Modern Physics for Scientists and Engineers
3267,Giáo trình trang trí:Giáo trình cao đẳng Sư phạm/Tạ Phương Thảo 
3268,Giáo trình trang trí - Tập 2/Phạm Ngọc Tới
3269,Project Management – A Managerial Approach.
3270,"Spacetime Physics, 2nd Ed."
3271,"Giáo trình trang trí - Tập 3/Nguyễn THế Hùng, Nguyễn Thị Nhung"
3272,Mathematical Methods in the Physical Sciences
3273,"An Introduction to Error Analysis, 2nd Ed."
3274,Quản lý dự án
3275,"Màu sắc và phương pháp vẽ màu /Nguyễn Duy Lẫm, Đặng Thị Bích Ngân"
3276,Experiments in Modern Physics
3277,Quản lý dự án xây dựng
3278,"Cơ sở vật lý - Tập 1:Cơ học 1/David Halliday, Robert Resnick, Jearl Walker; Người dịch: Ngô Quốc Quýnh (chủ biên), Đào Kim Ngọc/"
3279,"Cơ sở vật lý - Tập 6:Quang học và vật lý lượng tử/David Halliday, Robert Resnick, Jearl Walker;  Hoàng Hữu Thư chủ biên, Phan Văn Thích, Phạm Văn Thiều dịch"
3280,Construction planning for Engineers
3281,Trang trí hình tròn/Uyên Huy
3282,"Vật lý đại cương các nguyên lý và ứng dụng, Tập 3: Quang học và Vật lý lượng tử"
3283,Construction Jobsite Management
3284,Construction Jobsite Management
3285,Trang trí hình vuông/Uyên Huy
3286,Tổ chức và kế hoạch hóa sản xuất xây dựng
3287,Trang trí hình diềm/Uyên Huy
3288,Thiết kế  tổ chức thi công/ Lê Văn Kiểm
3289,Lý thuyết hỏi và đáp về tổ chức và lập tiến độ thi công/Ngô Quang Tường
3290,Bài giảng nhập môn Công nghệ Vật liệu
3291, Màu sắc và phương pháp sử dụng/Uyên Huy
3292,Thiết kế tổng mặt bằng xây dựng/ Trịnh Quốc Thắng
3293,Kỹ thuật và quản lý an toàn trong xây dựng
3294,Giáo trình dạy vẽ mỹ thuật/Trần Văn Tâm
3295,Giáo trình trang trí/Tạ Phương Thảo
3296,Introduction to Magnetic Materials
3297,The business value of BIM for Construction in Major Global Markets: How contractors around the World are driving innovation with Building Information Modelling
3298,Introduction to Superconductivity
3299,Giáo trình trang trí/Phạm Ngọc Tới
3300,"Từ học và vật liệu từ/Thân Đức Hiền, Lưu Tuấn Tài"
3301,Giáo trình trang trí/Nguyễn Thế Hùng
3302,"Nhập môn về siêu dẫn:Vật liệu, tính chất và ứng dụng/Thân Đức Hiền"
3303,Introduction to Magnetic Materials
3304,The business value of BIM for Construction in Major Global Markets: How contractors around the World are driving innovation with Building Information Modelling
3305,Màu sắc và phương pháp vẽ màu/Đặng Thị Bích Ngân
3306,Handbook of Superconductivity
3307,"Handbook of High- Temperature Superconductivity, theory and experiment"
3308,Introduction to Magnetic Materials
3309,Nghệ thuật thị giác và những vấn đề cơ bản/Uyên Huy
3310,BIM essential guide for BIM execution plan. Building and Construction Authority
3311,Bố cục thị giác/Nguyễn Hồng Hưng
3312,"Fundamentals of Microfabrication and Nanotechnology - Volume I,II,III 3nd ed"
3313,"BIM handbook: a guide to building information modeling for owners, managers, designers, engineers and contractors/ Charles Eastman, Paul Teicholz, Rafael Sacks, Ghang Lee."
3314,Micromachined transducers source book
3315,BIM lecture notes
3316,Micro-Electro-Mechanical System Design
3317,A.Bhatia. Basic Electrical Engineering forHVAC Engineers. Continuing Education and Development
3318,"Lịch sử Design/Lê Huy Văn, Trần Văn Bình"
3319,Microsensor
3320,BIM essential guide for BIM execution plan. Building and Construction Authority
3321,Cơ sở công nghệ vi điện tử và vi hệ thống/Nguyễn Nam Trung
3322,Understanding Mordern art/Sam Phillips - Isms
3323,"2500/QĐ-Ttg. Quyết định thủ tưởng chính phủ phê duyệt đề án áp dụng mô hình thông tin công trình (BIM) trong hoạt động xây dựng và quản lý vận hành công trình, TTCP 2016."
3324,Điện tử nano – linh kiện và công nghệ
3325,Nguyên lý Design thị giác/Nguyễn Hồng Hưng 
3326,"Solar Cells Operation Principles, Technology, and System Application"
3327,Revit 2018 MEP fundamentals
3328,"PVCDROOM: Photovoltics: devices, systems and applications "
3329,Handbook of Photovoltaics Science and Enginnering
3330,"Physics of Semiconductor Devices, 2nd"
3331, Mastering Autodesk Revit MEP
3332,"Revit MEP, BimHaNoi"
3333,Thập đại tùng thư 10 nhà hội họa lớn thế giới/Âu Dương Anh
3334,Hóa học và hóa lý polymer
3335,Hóa lý polymer
3336,"Mỹ thuật của người Việt/Nguyễn Quân, Phan Cẩm Thượng"
3337,Polyme đại cương
3338,Kinh tế xây dựng
3339,Giáo trình dự toán xây dựng cơ bản/Bộ xây dựng
3340,Hướng dẫn thí nghiệm hóa học polyme
3341,Hình tượng con người trong nghệ thuật tạo hình truyền thống/Trần Lâm Biền
3342,Nghị định số 59/2015/NĐ-CP ngày 18/06/2015 của Chính phủ về QLDA đầu tư XDCT
3343,Mỹ thuật thời Lý/Nguyễn Đức Nùng
3344, Nghị định 32/2015/NĐ-CP ngày 25 tháng 03 năm 2015 của Chính phủ về quản lý chi phí đầu tư XDCT
3345,Organic chemistry / David Klein
3346,"Construction Equipment Management for Engineers, Estimators, and Owners"
3347,Lịch sử mỹ thuật thế giới: Giáo trình dùng cho các trường mỹ thuật; Môn học: 1052010 - Lịch sử mỹ thuật thế giới/Nguyễn Trân biên soạn
3348," Mechanical and Electrical Systems in Buildings, (5th Ed.) Upper Saddle Rive"
3349,"Mechanical and Electrical Equipment for Buildings, (11th Ed.) Hoboken"
3350,Lịch sử mỹ thuật Việt Nam/Nguyễn Phi Hoanh
3351,Bài giảng Tổ chức và Quản lý hệ thống MEP
3352,Construction methods and management : / Stephens W. Nunnally.
3353,Mechanical and electrical systems for construction managers.
3354,Giáo trình Hóa phân tích: Dùng cho sinh viên chuyên hóa/Hồ Thị Yêu Ly
3355,"Ứng dụng Ms Project 2007 trong thiết lập tiến độ và quản lý dự án xây dựng/Lương Đức Long, Trần Trung Kiên, Nguyễn Thành Trung..."
3356,"Fundamentals of analytical chemistry / Douglas A. Skoog, Donald M. West, F. James Holler, Stanley R. Crouch"
3357,"Lý thuyết kiến trúc/Nguyễn Mạnh Thu, Phùng Đức Tuấn"
3358,Các văn bản pháp luật liên quan hiện hành
3359,Hóa học phân tích 1:Cân bằng ion trong dung dịch/Nguyễn Tinh Dung
3360,Engineering Mechanics – Volume I – Statics.
3361,Hóa học phân tích:Tập 2: Các phản ứng ion trong dung dịch nước/Nguyễn Tinh Dung
3362,"Introduction to architecture/Ching, Francis D.K"
3363,Cơ sở lý thuyết hóa phân tích
3364,"Architects’data/Neufert, Ernst"
3365,"Mechanics of materials / Ferdinand P. Beer, E. Russell Johnston, John T. DeWolf, David F. Mazurek"
3366,Sức bền vật liệu
3367,Thiết kế nội thất có minh họa/ Francis D.K. Ching; Đặng Thái Hoàng dịch
3368,Giáo trình nguyên lý thiết kế kiến trúc nội thất:Dùng trong các trường THCN/Nguyễn Hoàng Liên
3369,
3370,Hóa học đại cương/Nguyễn Đình Soa
3371,Mechanics of materials.
3372,"Công nghệ sản xuất ván nhân tạo: ván dán và ván nhân tạo đặc biệt - $nTập 1/ Phạm Văn Chương, Nguyễn Hữu Quang"
3373,Hóa vô cơ T.2
3374,Công nghệ sản xuất ván nhân tạo: Ván dăm và ván sợi - $nTập 2/ Phạm Văn Chương
3375,“Advanced Engineering Mathematics”
