ID_Mon,TenMon,KyHieu,TinhTrang
653,Nhập môn ngành Năng lượng Tái tạo,INRE130134,34
654,Mạch điện ,ELCI140144,44
655,Hệ thống điện,POSY346645,45
656,Đo lường Năng lượng,ENME220434,34
657,Điều khiển lập trình PLC (Năng lượng tái tạo) ,PLCS330846,46
658,Nhiệt động lực học và Truyền nhiệt,TDHT230234,34
659,Vẽ thiết kế hệ thống,SYDD130834,34
660,Các nguồn Năng lượng,STRE220334,34
661,"Bơm, Quạt, Máy nén",PFCO320232,32
662,Lưới điện có nguồn phân tán Micro grid (Năng lượng tái tạo),MGDG333045,45
663,Máy điện ,ELMA240344,44
664,Điện gió và ứng dụng,WEAP331034,34
665,Điện mặt trời và ứng dụng,SEAP333245,45
666,Điện tử công suất ,POEL330262,62
667,Kiểm toán và tiết kiệm năng lượng ,ENAE320934,34
668,Năng lượng Nhiệt mặt trời và ứng dụng ,STEA220534,34
669,Đồ án môn học 1 (Năng lượng tái tạo),REPR311234,34
670,Đồ án môn học 2 (Điều khiển hệ thống),PLCR311146,46
671,Chuyên đề Năng lượng tái tạo,STRE431334,34
672,TT đo lường Năng lượng ,EMPR311534,34
673,TT điện và khí cụ điện ,EIPR321634,34
674,TT thiết bị chuyển đổi điện năng ,POEP331734,34
675,TT điều khiển lập trình (Năng lượng tái tạo) ,PPLC321346,46
676,TT lắp đặt hệ thống điện mặt trời,SESI331834,34
677,TT hệ thống điện gió và mặt trời,RENP331934,34
678,Chuyên đề Doanh Nghiệp (Năng lượng tái tạo),INSE321434,34
679,Thực tập tốt nghiệp,UNPR442034,34
680,Khóa luận tốt nghiệp,UNTH472134,34
681,Năng lượng Hydro và Pin Nhiên Liệu,HEFC220734,34
682,Hệ Thống Nhiệt Lạnh,TRSY220634,34
683,Kinh tế và quản lý năng lượng,EECM322434,34
684,Năng lượng sinh khối và sinh khí (Biomass and Biogas Energy),BMEN321134,34
685,Mô hình hoá và mô phỏng hệ thống năng lượng,ESMS322334,34
686,Quản trị CN & QLDA điện (Năng lượng tái tạo) ,IAPM332345,45
687,Hệ thống BMS (Năng lượng tái tạo) ,BMSY332045,45
688,Hệ thống SCADA (Năng lượng tái tạo) ,SCDA430946,46
689,Ứng dụng Matlab trong kỹ thuật điện (Năng lượng tái tạo) ,MSET331145,45
690,Kỹ thuật điện,ELEE220144,44
691,Tin học văn phòng nâng cao,ADMO138685,85
692,Nhập môn ngành CNKT Hoá học,ICHE130703,3
693,Hoá vô cơ,ICHE231003,3
694,Kỹ thuật PTN và an toàn hoá chất,TSCL120803,3
695,Anh văn 2,ENGL130237,37
696,Anh văn 3,ENGL130337,37
697,Anh văn 4,ENGL130437,37
698,Cơ ứng dụng,APME221021,21
699,Hoá hữu cơ,OCHE231403,3
700,Hóa phân tích,ACHE231203,3
701,Các phương pháp phân tích công cụ,IANM323303,3
702,Hóa lý 1,PCHE221603,3
703,Hóa lý 2,PCHE221703,3
704,Quá trình thiết bị truyền nhiệt,HTPE231903,3
705,Qúa trình thiết bị truyền khối,MTPE232003,3
706,Quá trình và thiết bị cơ học,MPRO232103,3
707,Hóa học polymer ,POCH323103,3
708,Thống kê và quy hoạch thực nghiệm trong CNKT hoá học ,SEPC232503,3
709,Đồ án thiết kế máy thiết bị,PWPD322703,3
710,Liên hệ doanh nghiệp,ENCO326503,3
711,Chuyên đề tốt nghiệp,GRAS436603,3
712,Công nghệ sản xuất các hợp chất vô cơ,TINO322903,3
713,Đại cương về khoa học và kỹ thuật vật liệu,FMSE222803,3
714,Kỹ thuật phản ứng,CREN222203,3
715,Cơ sở thiết kế máy và nhà máy hóa chất,FDMF232603,3
716,Công nghệ điện hóa,ELET323203,3
717,Công nghệ sản xuất các hợp chất hữu cơ ,TORS323003,3
718,Thí nghiệm hoá đại cương,EGCH110903,3
719,Thí nghiệm hóa vô cơ,EICH221103,3
720,Thí nghiệm hóa phân tích,EACH221303,3
721,Thí nghiệm hóa hữu cơ ,EOCH221503,3
722,Thí nghiệm hóa lý ,EPCH221803,3
723,Thí nghiệm quá trình thiết bị,ERPD222303,3
724,Thí nghiệm các phương pháp phân tích hiện đại,EAAM416903,3
725,Thực tập tốt nghiệp,GRAP446703,3
726,Khóa luận tốt nghiệp,GRAT476803,3
727,Công  nghệ các sản phẩm tẩy rửa,TDET423503,3
728,Công nghệ chất màu hữu cơ,IORP423603,3
729,Công  nghệ hóa hương liệu,FSTE423703,3
730,Công  nghệ hóa mỹ phẩm ,TECP423803,3
731,Các phương pháp phổ nghiệm phân tích hợp chất hữu cơ,SIOC423903,3
732,Công  nghệ SX bột giấy và giấy,PSTE424003,3
733,Công nghệ các sản phẩm hóa nông ,TAGP424103,3
734,Công nghệ nhuộm,TEDY424203,3
735,Hoá dược,MCHE424803,3
736,Công nghệ phân bón,TFER424403,3
737,Công nghệ sản xuất ceramic truyền thống,TCER424503,3
738,Công nghệ sản xuất các chất kết dính vô cơ,TCEM424603,3
739,Hóa lý Silicat,PCSI424703,3
740,Các phương pháp phân tích cấu trúc vật liệu vô cơ,SCIM424903,3
741,Công nghệ khoáng sản,TMIP425003,3
742,Công nghệ chất màu vô cơ ,TPIG425103,3
743,Vật liệu vô cơ tiên tiến,AIMA425203,3
744,Công nghệ vật liệu polymer composite,TPCM425403,3
745,Công nghệ sản xuất chất dẻo,TPLA425503,3
746,Cơ sở công nghệ cao su,FRUT25603,3
747,Các phương pháp phân tích và đánh giá vật liệu polymer,MAEP425703,3
748,Kỹ thuật gia công polymer,TPOP425803,3
749,Công nghệ Polymer kết dính,TAPO425903,3
750,Công nghệ màng Polymer,TTFP426003,3
751,Vật liệu polymer tiên tiến,ADPO426103,3
752,Công nghệ sợi,TFIB426203,3
753,Công nghệ sơn,TPAI426303,3
754,Thí nghiệm chuyên ngành CNKT Hóa Hữu cơ,ESOC424303,3
755,Thí nghiệm chuyên ngành  CNKT Hóa Vô cơ,EICT425303,3
756,Thí nghiệm chuyên ngành  CNKT Hóa Polymer,ESPO426403,3
757,Sản xuất sạch hơn và Thiết kế bền vững,CPSD323110,10
758,Đánh giá tác động môi trường,EIAS323210,10
759,Công nghệ môi trường,ENTE227310,10
760,Các công nghệ chế biến thực phẩm,FOPR423650,50
761,Kỹ thuật thực phẩm,FOEN423450,50
762,Quản lý chất lượng thực phẩm,FOMA421050,50
763,Quản trị công nghệ,TEMA321406,6
764,Hóa phân tích,ACHE220303,3
765,Thí nghiệm Hóa phân tích,EACH210503,3
766,Kỹ thuật điện,ELEN220144,44
767,Nhập môn ngành CNKT Môi trường,ITET130110,10
768,Môi trường đại cương,GEEN120210,10
769,Hóa kỹ thuật môi trường,ENEC220410,10
770,Thống kê và tối ưu hóa trong hệ thống MT,ESSO231110,10
771,Cơ lưu chất,FLME230610,10
772,Quá trình cơ học,PPET220910,10
773,Quá trình thiết bị môi trường,PETE221210,10
774,Hóa phân tích môi trường,ENAC220310,10
775,Anh văn cho Kỹ sư môi trường,EENT220810,10
776,Vi sinh kỹ thuật môi trường,ENMI231010,10
777,AutoCAD trong lĩnh vực môi trường,AAES220710,10
778,Thiết kế nghiên cứu kỹ thuật môi trường,ENRD220510,10
779,Kỹ thuật xử lý nước cấp,SWTR331610,10
780,Kỹ thuật xử lý nước thải,WWTR331910,10
781,Kỹ thuật xử lý khí thải,APCT332310,10
782,Quản lý môi trường,ENMA332410,10
783,Quản lý chất thải rắn và nguy hại,SHWM331810,10
784,Quản lý an toàn và sức khỏe nghề nghiệp,OHSM322110,10
785,Ô nhiễm đất và kỹ thuật xử lý,SPRT321710,10
786,Đánh giá tác động môi trường,EIAS322510,10
787,Mạng lưới cấp thoát nước,WSDN322210,10
788,Sản xuất sạch hơn và Thiết kế bền vững,CPDS322010,10
789,Xử lý nước nâng cao,ADWT327110,10
790,Quản lý dự án môi trường,ENPM322910,10
791,Kỹ thuật thông gió và xử lý tiếng ồn,VSNC322810,10
792,Chuyên đề doanh nghiệp (Enterspise Seminar),ENSE322610,10
793,Chuyên đề tốt nghiệp,SPPR332610,10
794,Thí nghiệm hóa phân tích môi trường,EEAC414110,10
795,Thí nghiệm hóa kỹ thuật môi trường,EEEC424210,10
796,Thực tập xử lý nước cấp,PSWT414310,10
797,Thực tập xử lý nước thải,PWWT414410,10
798,Thực tập xử lý khí thải,PAPT414510,10
799,Thực tập vi sinh kỹ thuật môi trường,PEMI414610,10
800,Thực tập mạng lưới cấp thoát nước,PWSD414710,10
801,Thực tập tham quan nhận thức,AWVI415110,10
802,Đồ án xử lý nước cấp,DSWT414810,10
803,Đồ án xử lý nước thải,DWWT414910,10
804,Đồ án xử lý khí thải,DAPT415010,10
805,Thực tập tốt nghiệp,GRPR445210,10
806,Khóa luận tốt nghiệp,GRTH374010,10
807,Quản lý chất lượng và Tư vấn giám sát,QMSC420919,19
808,Vật liệu xây dựng,COMA220717,17
809,Kết cấu công trình bê tông cốt thép,RCBS320817,17
810,Hệ thống điều khiển tự động,ACSY330346,46
811,Kỹ thuật điện công nghiệp,BAEL340662,62
812,Kỹ thuật an toàn trong xây dựng,NULL,NULL
813,Kỹ thuật an toàn điện,NULL,NULL
814,Kỹ thuật an toàn hóa chất,NULL,NULL
815,Công nghệ chế tạo máy,MMAT451525,25
816,Thiết kế cơ khí,MEDI330823,23
817,Kinh tế môi trường,ENEC323310,10
818,Quan trắc môi trường,ENMO322010,10
819,An toàn và sức khỏe nghề nghiệp,SAOH322110,10
820,Hóa hữu cơ (Organic Chemistry),OCHE220203,3
821,Thí nghiệm Hóa hữu cơ (Experiment of Organic Chemistry),EOCH210403,3
822,Nhập môn ngành Công nghệ thực phẩm (Introduction to Food Technology),INFT330150,50
823,Quá trình và thiết bị truyền nhiệt trong Công nghệ thực phẩm (Heat Transfer and Equipment) ,HETE330250,50
824,Quá trình và thiết bị truyền khối trong Công nghệ thực phẩm (Mass Transfer and Equipment),MTEQ320350,50
825,"Quá trình và thiết bị cơ học-thủy lực-khí nén trong Công nghệ thực phẩm (Mechanical, Hydraulic and Air-Compressed Process and Equipment)",MHAP330450,50
826,Hóa lý (Physical Chemistry of Food),PHCF320550,50
827,Hóa học thực phẩm (Food Chemistry),FOCH330650,50
828,Hóa sinh thực phẩm (Food Biochemistry),FOBI320750,50
829,Vi sinh thực phẩm (Food Microbiology),FOMI320850,50
830,Phụ gia thực phẩm (Food Additives),FOAD420950,50
831,Dinh dưỡng và an toàn thực phẩm (Food Nutrition and Food Safety),FNFS431150,50
832,Thiết kế công nghệ và nhà máy thực phẩm (Food Process and Plant Design),FPPD421350,50
833,Đánh giá cảm quan thực phẩm (Food Sensory Evaluation),FOSE421450,50
834,Phân tích thực phẩm (Food Analysis),FONA421550,50
835,Anh văn chuyên ngành Công nghệ thực phẩm (Technical English in Food Technology),TEFT421650,50
836,Thống kê và qui hoạch thực nghiệm trong Công nghệ thực phẩm (Statistical and Optimization in Food Technology),SOFT431750,50
837,Công nghệ chế biến lương thực (Cereal Processing),CEPR421850,50
838,Công nghệ sản xuất bánh kẹo (Production of Bakery and Confectionery ),PRBC421950,50
839,"Công nghệ sản xuất rau quả & nước giải khát (Production of Vegetable, Fruit and Beverage)",PVFB422050,50
840,Công nghệ sản xuất sữa & các sản phẩm từ sữa (Production of Dairy and Related Dairy Products),PDRD422150,50
841,"Công nghệ sản xuất trà, cà phê, chocolate (Tea, Coffee and Cocoa)",PTCC422250,50
842,Công nghệ chế biến thịt và thủy sản (Meat and Seafood Processing),MSPR422350,50
843,Công nghệ lên men (Fermentation Technology),FETE424250,50
844,Đồ án Quá trình và Thiết bị trong Công nghệ thực phẩm (Project of Processes and Equipment in Food Technology),PPEF412450,50
845,Chuyên đề doanh nghiệp (Special Topics in Food Technology),STFT422550,50
846,Thí nghiệm Quá trình và thiết bị trong Công nghệ thực phẩm (Experiment of Processes and Equipment in Food Technology),PPEF412650,50
847,Thí nghiệm Hóa sinh thực phẩm (Practice of Food Biochemistry),PFCB412750,50
848,Thí nghiệm Vi sinh thực phẩm (Experiment of Food Microbiology),PFMI422850,50
849,Thí nghiệm Phân tích thực phẩm (Practice of Food Analysis),PRFA422950,50
850,Thí nghiệm Đánh giá cảm quan thực phẩm (Practice of Food Sensory Evaluation),PFSE413050,50
851,Thực tập tốt nghiệp 1 (Factory Practice 1),FAPR423150,50
852,Thực tập tốt nghiệp 2 (Factory Practice 2),FAPR423250,50
853,Thực tập Công nghệ chế biến lương thực (Practice of Cereal Processing),PCPR414750,50
854,Thực tập Công nghệ sản xuất bánh kẹo (Practice of Bakery and Confectionery Production),PBCP414850,50
855,"Thực tập Công nghệ sản xuất rau quả và nước giải khát  (Practice of Vegetable, Fruit and Beverage Production)",PVFB414950,50
856,Thực tập Công nghệ sản xuất sữa và các sản phẩm từ sữa (Practice of Dairy and Related Dairy Production),PDRD415050,50
857,"Thực tập Công nghệ sản xuất trà, cà phê, chocolate (Practice of Tea, Coffee and Chocolate Production)",PRTC415150,50
858,Thực tập Công nghệ chế biến thịt và thủy sản (Practice of Meat and Seafood Processing),PMSP415250,50
859,Thí nghiệm Công nghệ lên men (Experiment of Fermentation Technology) ,PRFT415350,50
860,Chuyên đề tốt nghiệp (Graduation seminar),GRSE435950,50
861,Khóa luận tốt nghiệp (Graduation thesis),GRTH473350,50
862,Khoa học thực phẩm (Food Sciences),FOSC423550,50
863,An toàn trong sản xuất thực phẩm (Safety in Food Processing),FMQE413750,50
864,Bao bì thực phẩm (Food Packaging),FOPA421250,50
865,Công nghệ sinh học thực phẩm (Food Biotechnology),FOBI424350,50
866,Nghiên cứu và phát triển sản phẩm (Food Research and Development),FORE424450,50
867,Công nghệ sấy thực phẩm (Drying Technology in Food ),DRTF424650,50
868,Công nghệ chất màu ,TOCO423603,3
869,Công  nghệ hóa hương liệu,TFCF423703,3
870,Công  nghệ hóa mỹ phẩm ,TCOS423803,3
871,Phương pháp tính,MATH121101,1
872,Kỹ thuật phân riêng,TSEP232003,3
873,An toàn sức khỏe môi trường,HSEN322110,10
874,Biochemistry Engineering,BIEN325450,50
875,Physical chemistry,PHCH325550,50
876,Introduction to Experimental Chemistry,INEC325650,50
877,Introduction to Heat transfer,INHT335750,50
878,System Microbiology,SYMI325850,50
879,Toán ứng dụng,MATH133401,1
880,Xử lý chất liệu,MAHA241452,52
881,Lịch sử trang phục 1,WCHI120252,52
882,Lịch sử trang phục 2,ECHI220352,52
883,Hình họa cơ bản,BGRA130852,52
884,Vẽ mỹ thuật căn bản,BADR140552,52
885,Vẽ Minh họa thời trang cơ bản,BAIL131052,52
886,Vật liệu thời trang,FAMA131152,52
887,Nhập môn ngành TKTT,ITFD130352,52
888,Thiết kế rập căn bản,BSPM241252,52
889,Lịch sử mỹ thuật,ARTH130152,52
890,Nguyên lý thị giác,PRVI220752,52
891,Nền tảng thiết kế thời trang,FUFA231352,52
892,Vẽ mỹ thuật nâng cao,AADR230652,52
893,Vẽ Minh họa thời trang nâng cao,ADIL331152,52
894,Vẽ kỹ thuật thiết kế thời trang,TDFF121552,52
895,Thiết kế rập nâng cao,ADPM241652,52
896,Thiết kế thời trang trên dressform,FDDF341752,52
897,Thiêt kế rập trên máy tính,CAFD341852,52
898,Thiết kế phụ trang,ACDE321952,52
899,Đồ án thiết kế thời trang nam,FAPR312052,52
900,Đồ án thiết kế thời trang nữ,FAPR312152,52
901,Đồ án thiết kế thời trang ấn tượng,FAPR412252,52
902,Đồ án trình bày Bộ sưu tập,POPR312352,52
903,Kinh doanh thời trang,FABU332752,52
904,Marketing thời trang,FMAK423652,52
905,Tổ chức show diễn,FSOR332652,52
906,Liên kết doanh nghiệp,ASEN222852,52
907,Chuyên đề ngoại khóa,SSFT322952,52
908,TH ký họa,PSKE323052,52
909,TH hình họa nâng cao,PADW223152,52
910,TH thiết kế phụ trang,PACD321652,52
911,TH may căn bản,PBSE113352,52
912,TH may trang phục căn bản,BASP233452,52
913,TH may trang phục nâng cao,AASP333552,52
914,Thực tập tốt nghiệp ,GRPR423352,52
915,Khóa luận tốt nghiệp,FPFD473752,52
916,Tin học ứng dụng (Adobe Illustrator),ITAP143852,52
917,Cơ sở văn hoá Việt Nam,CSVH230338,38
918,Mỹ học,AEST220252,52
919,Nhiếp ảnh,PPHO224052,52
920,Bố cục trang trí,DRLA423752,52
921,Khoa học màu sắc,COSC224352,52
922,Đồ án thiết kế đồng phục,UNDP324652,52
923,Đồ án Thiết kế thời trang trẻ em,CWDP324752,52
924,Đồ án Thiết kế thời trang thể thao,SWFD324852,52
925,Đồ án Thiết kế thời trang lót,UWDP324952,52
926,Đồ án thiết kế áo khoác,JADE325052,52
927,Xây dựng thương hiệu,FABR325152,52
928,Nghệ thuật trưng bày sản phẩm,VIME324152,52
929,Trang điểm,MAUP314452,52
930,TH trang điểm,PMAU214952,52
931,Quản lý chất lượng trang phục,GQMA331351,51
932,Hệ thống cỡ số trang phục,SSRC220451,51
933,Thương mại Điện tử,ECOM421308,8
934,Luật sở hữu trí tuệ,SHTT224156,56
935,"Phối cảnh thiết kế, quảng cáo, minh họa",PRGD323556,56
936,TT xử lý ảnh,PRIP310956,56
937,TT dàn trang,PRLT311156,56
938,"Thiết kế 9 (Thiết kế lịch, thiệp)",CADE434556,56
939,Thiết kế 10 (Thiết kế quảng cáo),ADDE434656,56
940,Nghệ thuật chữ,TYPO443956,56
941,Thiết kế 3 (ấn phẩm nhận diện thương hiệu),BRDE434056,56
942,Xuất nhập khẩu hàng may mặc,APIE324951,51
943,Đàm phán kinh doanh hàng may mặc,IGTN426151,51
944,Tâm lý học kinh doanh,PSFD320951,51
945,Nghệ thuật trưng bày sản phẩm,DIPR324752,52
946,Anh  văn 2,ENGL230137,37
947,Anh  văn 3,ENGL330137,37
948,Anh  văn 4,ENGL430137,37
949,Đồ họa ứng dụng (CNM),GDAP340851,51
950,Nhập môn ngành,INGT130151,51
951,Giáo dục thể chất 3,PHED130713,13
952,Thiết bị may CN & bảo trì,GEMA230651,51
953,Nguyên phụ liệu may,GMAC230551,51
954,Công nghệ SX ngành may,GMTE231451,51
955,Kỹ thuật may cơ bản,FSTE230751,51
956,Thiết kế trang phục nam CB,FMDR231051,51
957,Thiết kế trang phục nữ CB,FWDR331151,51
958,Thiết kế trang phục nữ NC,AWDR321251,51
959,Thiết kế trang phục nam NC,AMDR421351,51
960,Chuẩn bị SX ngành may,PRAP331551,51
961,Quản lý chất lượng TP,GQMA321651,51
962,Quản lý SX ngành may,AGMA321751,51
963,Quản lý đơn hàng ngành may,MEAP431851,51
964,Lập kế hoạch ngành may,PPAP421951,51
965,Công nghệ CAD ngành may,CAAP332051,51
966,Đồ án công nghệ,GTPR412151,51
967,Đồ án thiết kế,GDPR422251,51
968,Chuyên đề thực tế (CNM),GSSS422451,51
969,TH Thiết kế trang phục nam CB,PFMD222751,51
970,TH Thiết kế trang phục nữ CB,PFWD322851,51
971,TH Thiết kế trang phục nữ NC,PAWD322951,51
972,TH Thiết kế trang phục nam NC,PAMD433051,51
973,TH chuẩn bị sx ngành may,PPAP323151,51
974,TH Công nghệ CAD ngành may,PCAP313251,51
975,Thực tập tốt nghiệp,GRPR443351,51
976,Chuyên đề tốt nghiệp,TTGT434551,51
977,Khóa luận tốt nghiệp,GRTH475651,51
978,Nguyên liệu dệt,TEMA120351,51
979,Thẩm mỹ học,AEST224851,51
980,Anh văn chuyên ngành,EGTE320951,51
981,Mỹ thuật trang phục,ARCL224651,51
982,Công nghệ hoàn tất vải,FFTE325551,51
983,Vật liệu dệt thông minh,SMTE322551,51
984,Thiết kế trang phục bảo hộ lao động,PRDR425351,51
985,Thiết kế trang phục công sở,WODR425251,51
986,Thiết kế trang phục cưới,WDDE423451,51
987,"Thiết kế Jacket, Trench Coat",JADE422351,51
988,"Thiết kế trang phục lót, áo tắm",PFUS324351,51
989,Thiết kế thời trang trên Dressform,PMOD434151,51
990,Thiết kế nón túi xách,HHDE433551,51
991,Thiết kế giày,FODE433651,51
992,Thiết kế nhà xưởng & lắp đặt thiết bị,PLIS423751,51
993,Cải tiến sản xuất ngành may,MIAP435051,51
994,Tự động hóa các QT sản xuất ngành may,AMPT320251,51
995,Quản trị thương hiệu trang phục,FABR324451,51
996,Công nghệ in – thêu,PAET422651,51
997,Công nghệ Wash sản phẩm may,WATE324551,51
998,Công nghệ sản xuất hàng dệt kim,KMTE433851,51
999,Marketing hàng may mặc,GAMA425151,51
1000,Đàm phán KD hàng may mặc,IGTN424251,51
1001,Tâm lý học kinh doanh,PGBU324751,51
1002,Thiết kế trang phục nam CB,FMDR230851,51
1003,Thiết kế trang phục nữ CB,FWDR330951,51
1004,Lập trình trên Windows,WIPR230579,79
1005,Công nghệ phần mềm,SOEN330679,79
1006,Hệ quản trị cơ sở dữ liệu,DBMS330284,84
1007,Trí tuệ nhân tạo,ARIN330585,85
1008,Bảo mật web,WESE331479,79
1009,Thiết kế phần mềm hướng đối tượng,OOSD330879,79
1010,Kiểm thử phần mềm,SOTE431079,79
1011,Các công nghệ phần mềm mới,MTSE431179,79
1012,Tiểu luận chuyên ngành CNPM ,POSE431479,79
1013,Mật mã học,INSE331980,80
1014,Tiểu luận chuyên ngành Mạng và an ninh mạng,POCN431280,80
1015,Phân tích và thiết kế hệ thống thông tin,ISAD330384,84
1016,Khai phá dữ liệu,DAMI330484,84
1017,Cơ sở dữ liệu Nâng cao,ADDB331784,84
1018,Bảo mật CSDL,DBSE431284,84
1019,Tiểu luận chuyên ngành HTTT,POIS431184,84
1020,Khóa luận tốt nghiệp,GRPR471979,79
1021,Chuyên đề TN 1,SPSU432579,79
1022,Chuyên đề TN 2,SPSU422084,84
1023,Chuyên đề TN 3,SPSU421780,80
1024,Xử lý ảnh số,DIPR430685,85
1025,Ngôn ngữ Lập trình tiên tiến ,ADPL331379,79
1026,Lý thuyết thông tin,FOIT331380,80
1027,Thương mại điện tử,ECOM430984,84
1028,Điện toán đám mây,CLCO332779,79
1029,Học sâu,DLEA432085,85
1030,Công cụ và môi trường phát triển PM,TOEN430979,79
1031,Search Engine,SEEN431579,79
1032,Quản lý dự án phần mềm,SOPM431679,79
1033,Lập trình di động nâng cao,ADMP431879,79
1034,Thiết kế phần mềm giáo dục,ESDN432079,79
1035,Phân tích dữ  liệu lớn (Big data analysis),BDAN333977,77
1036,Kho dữ liệu,DAWH430784,84
1037,Truy tìm thông tin,INRE431084,84
1038,Kỹ thuật số,DIGI330163,63
1039,Thiết Kế Mạch Số Với HDL,DSIC330563,63
1040,Xử lý ảnh y sinh,BIIM330865,65
1041,Thiết kế mô hình trên máy tính,BIME331965,65
1042,Thu thập và điều khiển thiết bị với máy tính,APME332565,65
1043,Xử lý tín hiệu số,DSPR431264,64
1044,Xử lý ảnh số,DIPR330685,85
1045,Nhập môn dữ liệu lớn,BDES233877,77
1046,"Quản trị mạng và hệ thống, ATTT",NULL,NULL
1047,Quản lý rủi ro và an toàn thông tin trong doanh nghiệp,RSMI432980,80
1048,"Hệ thống tìm kiếm, phát hiện và ngăn ngừa xâm nhập",IDPS433080,80
1049,Công nghệ tường lửa và bảo vệ mạng ngoại vi,FTPS433180,80
1050,Blockchain và ứng dụng,BCAP433280,80
1051,Trusted computing,TRCO433380,80
1052,Nhập Môn Ngành KTDL,INDE131777,77
1053,Điện toán đám mây,CLCO432779,79
1054,Lập trình R cho phân tích,RPAN233577,77
1055,Tương tác dữ liệu trực quan  ,IDVI333677,77
1056,Big Data Applications: Machine Learning at Scale,BDML434077,77
1057,Big Data Applications: Real-Time Streaming,BDAS436177,77
1058,Hệ phân bố,DSYS335977,77
1059,Tiểu luận chuyên ngành  KTDL,PODE434277,77
1060,Thực tập tốt nghiệp (KTDL),ITIN421085,85
1061,Chuyên đề TN KTDL 1,SPSU434477,77
1062,Chuyên đề TN KTDL 2,SPSU424577,77
1063,Chuyên đề TN KTDL 3,SPSU424677,77
1064,Toán 3,MATH142601,1
1065,Thí nghiệm vật lý 2,PHYS111302,2
1066,Toán nâng cao cho kỹ thuật máy tính,AMCE245164,64
1067,Ngôn ngữ lập trình C,CPRL130064,64
1068,Nhập môn ngành Hệ thống nhúng và IoT,IEIT138064,64
1069,Điện tử cơ bản - Basic Electronics,BAEL340662,62
1070,Tín hiệu và hệ thống - Signals and Systems,SISY330164,64
1071,Lập trình với Python - Programming with Python,PRPY238164,64
1072,Kiến trúc và tổ chức máy tính - Computer Architecture and Organization,COOA335364,64
1073,Mạng máy tính và Internet - Computer networks and the Internet,CNIN435464,64
1074,Giải thuật và cấu trúc dữ  liệu - Data Structures and Algorithms,ALDS335764,64
1075,Hệ thống nhúng - Embedded Systems,EMSY435664,64
1076,Kiến trúc và Giao thức IoT - IoT Architecture and Protocols,ITAP338264,64
1077,Học máy và Trí tuệ nhân tạo - Machine Learning and Artificial Intelligence,MLAI338364,64
1078,Cơ sở khoa học dữ liệu - Fundamentals of Data Science,FDSC348464,64
1079,Lập trình hướng đối tượng và kỹ thuật phần mềm - Object Oriented Programming and Software Engineering,OPEP338564,64
1080,Hệ thống CPS - Cyber-Physical Systems,CPSY348664,64
1081,Hệ thống thực tế ảo - Virtual Reality Systems,VRSY338764,64
1082,Chuyên đề Doanh nghiệp (HTN-IoT),COOP428864,64
1083,Đồ án 1,SEPR319164,64
1084,Đồ án 2,SEPR319264,64
1085,TT Điện tử,ELPR320762,62
1086,TT Kỹ thuật số,PRDI320263,63
1087,TT Lập trình với Python,PRPL218164,64
1088,TT Mạng máy tính và Internet,CNIL415464,64
1089,TT Kiến trúc và tổ chức máy tính,COOL325364,64
1090,TT Hệ thống nhúng,EMSL415664,64
1091,TT Kiến trúc và Giao thức IoT,ITAL328264,64
1092,TT Học máy và Trí tuệ nhân tạo,MLAL318364,64
1093,TT Hệ thống thực tế ảo,VRSL318764,64
1094,TT Tốt nghiệp,INTE449364,64
1095,Lãnh đạo và kinh doanh trong kỹ thuật (HTN-IoT),BLCE429464,64
1096,Khóa luận tốt nghiệp,CAPR479964,64
1097,Bảo mật mạng và quyền riêng tư - Network Security and Privacy,NWSP437364,64
1098,Công nghệ tương tác người - máy - Human-Computer Interface Technology,HCIT437464,64
1099,Thị giác máy tính và xử lý ảnh - Computer Vision and Image Processing,CVIP437564,64
1100,Lý thuyết học sâu và ứng dụng - Deep Learning Theory and Applications,DLTA437664,64
1101,Phân tích dữ liệu lớn - Big Data Analytics,BDAN437764,64
1102,Mạng vô tuyến và di động - Wireless and Mobile Networks,WMNW437464,64
1103, Phát triển ứng dụng di động - Mobile Application Development,MBAD436364,64
1104,Điện toán đám mây - Cloud Computing,CLCO436664,64
1105,Cơ sơ dữ liệu và lập trình Web - Databases and Web Programming,DBWP437864,64
1106,Blockchain và ứng dụng - Blockchain and Applications,BCAP437964,64
1107,Mạng cảm biến vô tuyến - Wireless Sensor Networks,WSNW439564,64
1108,Hệ thống nhúng thời gian thực - Real-Time Embedded Systems,RTES439664,64
1109,Kỹ thuật robot,ROTE430946,46
1110,Xử lý tín hiệu và hình ảnh y sinh,BISI331863,63
1111,Xe tự hành và Robot di động,AVMR330929,29
1112,Đo lường và điều khiển bằng máy tính,MCCO322246,46
1113,Năng lượng tái tạo,RENE321745,45
1114,Toán ứng dụng cho kỹ sư Điện - Điện Tử,AMEE142044,44
1115,Nhập môn ngành CNKT Điện - Điện tử,IEET136345,45
1116,Vi xử lý,MICR330363,63
1117,Máy điện,ELMA230344,44
1118,Truyền động điện tự động,ELDR346445,45
1119,Cung cấp điện,ELPS246545,45
1120,Điều khiển hệ thống điện công nghiệp,IPSC343045,45
1121,Năng lượng tái tạo (phần điện),RENE346745,45
1122,Đồ án Cung cấp điện ,PRES316845,45
1123,Đồ án Truyền động điện tự động,PRED316945,45
1124,Đồ án Điều khiển hệ thống điện công nghiệp,PISC414545,45
1125,TT điện,ELPR210644,44
