"ID_Mon","TenMon","KyHieu","FileDeCuong","ID_Khoa","ID_BoMon","ID_LoaiMon","TinhTrang"
"725","Thực tập tốt nghiệp","GRAP446703",NULL,NULL,NULL,NULL,NULL
"726","Khóa luận tốt nghiệp","GRAT476803",NULL,NULL,NULL,NULL,NULL
"727","Công  nghệ các sản phẩm tẩy rửa","TDET423503",NULL,NULL,NULL,NULL,NULL
"728","Công nghệ chất màu hữu cơ","IORP423603",NULL,NULL,NULL,NULL,NULL
"729","Công  nghệ hóa hương liệu","FSTE423703",NULL,NULL,NULL,NULL,NULL
"730","Công  nghệ hóa mỹ phẩm ","TECP423803",NULL,NULL,NULL,NULL,NULL
"731","Các phương pháp phổ nghiệm phân tích hợp chất hữu cơ","SIOC423903",NULL,NULL,NULL,NULL,NULL
"732","Công  nghệ SX bột giấy và giấy","PSTE424003",NULL,NULL,NULL,NULL,NULL
"733","Công nghệ các sản phẩm hóa nông ","TAGP424103",NULL,NULL,NULL,NULL,NULL
"734","Công nghệ nhuộm","TEDY424203",NULL,NULL,NULL,NULL,NULL
"735","Hoá dược","MCHE424803",NULL,NULL,NULL,NULL,NULL
"736","Công nghệ phân bón","TFER424403",NULL,NULL,NULL,NULL,NULL
"737","Công nghệ sản xuất ceramic truyền thống","TCER424503",NULL,NULL,NULL,NULL,NULL
"738","Công nghệ sản xuất các chất kết dính vô cơ","TCEM424603",NULL,NULL,NULL,NULL,NULL
"739","Hóa lý Silicat","PCSI424703",NULL,NULL,NULL,NULL,NULL
"740","Các phương pháp phân tích cấu trúc vật liệu vô cơ","SCIM424903",NULL,NULL,NULL,NULL,NULL
"741","Công nghệ khoáng sản","TMIP425003",NULL,NULL,NULL,NULL,NULL
"742","Công nghệ chất màu vô cơ ","TPIG425103",NULL,NULL,NULL,NULL,NULL
"743","Vật liệu vô cơ tiên tiến","AIMA425203",NULL,NULL,NULL,NULL,NULL
"744","Công nghệ vật liệu polymer composite","TPCM425403",NULL,NULL,NULL,NULL,NULL
"745","Công nghệ sản xuất chất dẻo","TPLA425503",NULL,NULL,NULL,NULL,NULL
"746","Cơ sở công nghệ cao su","FRUT25603",NULL,NULL,NULL,NULL,NULL
"747","Các phương pháp phân tích và đánh giá vật liệu polymer","MAEP425703",NULL,NULL,NULL,NULL,NULL
"748","Kỹ thuật gia công polymer","TPOP425803",NULL,NULL,NULL,NULL,NULL
"749","Công nghệ Polymer kết dính","TAPO425903",NULL,NULL,NULL,NULL,NULL
"750","Công nghệ màng Polymer","TTFP426003",NULL,NULL,NULL,NULL,NULL
"751","Vật liệu polymer tiên tiến","ADPO426103",NULL,NULL,NULL,NULL,NULL
"752","Công nghệ sợi","TFIB426203",NULL,NULL,NULL,NULL,NULL
"753","Công nghệ sơn","TPAI426303",NULL,NULL,NULL,NULL,NULL
"754","Thí nghiệm chuyên ngành CNKT Hóa Hữu cơ","ESOC424303",NULL,NULL,NULL,NULL,NULL
"755","Thí nghiệm chuyên ngành  CNKT Hóa Vô cơ","EICT425303",NULL,NULL,NULL,NULL,NULL
"756","Thí nghiệm chuyên ngành  CNKT Hóa Polymer","ESPO426403",NULL,NULL,NULL,NULL,NULL
"757","Sản xuất sạch hơn và Thiết kế bền vững","CPSD323110",NULL,NULL,NULL,NULL,NULL
"758","Đánh giá tác động môi trường","EIAS323210",NULL,NULL,NULL,NULL,NULL
"759","Công nghệ môi trường","ENTE227310",NULL,NULL,NULL,NULL,NULL
"760","Các công nghệ chế biến thực phẩm","FOPR423650",NULL,NULL,NULL,NULL,NULL
"761","Kỹ thuật thực phẩm","FOEN423450",NULL,NULL,NULL,NULL,NULL
"762","Quản lý chất lượng thực phẩm","FOMA421050",NULL,NULL,NULL,NULL,NULL
"763","Quản trị công nghệ","TEMA321406",NULL,NULL,NULL,NULL,NULL
"764","Hóa phân tích","ACHE220303",NULL,NULL,NULL,NULL,NULL
"765","Thí nghiệm Hóa phân tích","EACH210503",NULL,NULL,NULL,NULL,NULL
"766","Kỹ thuật điện","ELEN220144",NULL,NULL,NULL,NULL,NULL
"767","Nhập môn ngành CNKT Môi trường","ITET130110",NULL,NULL,NULL,NULL,NULL
"768","Môi trường đại cương","GEEN120210",NULL,NULL,NULL,NULL,NULL
"769","Hóa kỹ thuật môi trường","ENEC220410",NULL,NULL,NULL,NULL,NULL
"770","Thống kê và tối ưu hóa trong hệ thống MT","ESSO231110",NULL,NULL,NULL,NULL,NULL
"771","Cơ lưu chất","FLME230610",NULL,NULL,NULL,NULL,NULL
"772","Quá trình cơ học","PPET220910",NULL,NULL,NULL,NULL,NULL
"773","Quá trình thiết bị môi trường","PETE221210",NULL,NULL,NULL,NULL,NULL
"774","Hóa phân tích môi trường","ENAC220310",NULL,NULL,NULL,NULL,NULL
"775","Anh văn cho Kỹ sư môi trường","EENT220810",NULL,NULL,NULL,NULL,NULL
"776","Vi sinh kỹ thuật môi trường","ENMI231010",NULL,NULL,NULL,NULL,NULL
"777","AutoCAD trong lĩnh vực môi trường","AAES220710",NULL,NULL,NULL,NULL,NULL
"778","Thiết kế nghiên cứu kỹ thuật môi trường","ENRD220510",NULL,NULL,NULL,NULL,NULL
"779","Kỹ thuật xử lý nước cấp","SWTR331610",NULL,NULL,NULL,NULL,NULL
"780","Kỹ thuật xử lý nước thải","WWTR331910",NULL,NULL,NULL,NULL,NULL
"781","Kỹ thuật xử lý khí thải","APCT332310",NULL,NULL,NULL,NULL,NULL
"782","Quản lý môi trường","ENMA332410",NULL,NULL,NULL,NULL,NULL
"783","Quản lý chất thải rắn và nguy hại","SHWM331810",NULL,NULL,NULL,NULL,NULL
"784","Quản lý an toàn và sức khỏe nghề nghiệp","OHSM322110",NULL,NULL,NULL,NULL,NULL
"785","Ô nhiễm đất và kỹ thuật xử lý","SPRT321710",NULL,NULL,NULL,NULL,NULL
"786","Đánh giá tác động môi trường","EIAS322510",NULL,NULL,NULL,NULL,NULL
"787","Mạng lưới cấp thoát nước","WSDN322210",NULL,NULL,NULL,NULL,NULL
"788","Sản xuất sạch hơn và Thiết kế bền vững","CPDS322010",NULL,NULL,NULL,NULL,NULL
"789","Xử lý nước nâng cao","ADWT327110",NULL,NULL,NULL,NULL,NULL
"790","Quản lý dự án môi trường","ENPM322910",NULL,NULL,NULL,NULL,NULL
"791","Kỹ thuật thông gió và xử lý tiếng ồn","VSNC322810",NULL,NULL,NULL,NULL,NULL
"792","Chuyên đề doanh nghiệp (Enterspise Seminar)","ENSE322610",NULL,NULL,NULL,NULL,NULL
"793","Chuyên đề tốt nghiệp","SPPR332610",NULL,NULL,NULL,NULL,NULL
"794","Thí nghiệm hóa phân tích môi trường","EEAC414110",NULL,NULL,NULL,NULL,NULL
"795","Thí nghiệm hóa kỹ thuật môi trường","EEEC424210",NULL,NULL,NULL,NULL,NULL
"796","Thực tập xử lý nước cấp","PSWT414310",NULL,NULL,NULL,NULL,NULL
"797","Thực tập xử lý nước thải","PWWT414410",NULL,NULL,NULL,NULL,NULL
"798","Thực tập xử lý khí thải","PAPT414510",NULL,NULL,NULL,NULL,NULL
"799","Thực tập vi sinh kỹ thuật môi trường","PEMI414610",NULL,NULL,NULL,NULL,NULL
"800","Thực tập mạng lưới cấp thoát nước","PWSD414710",NULL,NULL,NULL,NULL,NULL
"801","Thực tập tham quan nhận thức","AWVI415110",NULL,NULL,NULL,NULL,NULL
"802","Đồ án xử lý nước cấp","DSWT414810",NULL,NULL,NULL,NULL,NULL
"803","Đồ án xử lý nước thải","DWWT414910",NULL,NULL,NULL,NULL,NULL
"804","Đồ án xử lý khí thải","DAPT415010",NULL,NULL,NULL,NULL,NULL
"805","Thực tập tốt nghiệp","GRPR445210",NULL,NULL,NULL,NULL,NULL
"806","Khóa luận tốt nghiệp","GRTH374010",NULL,NULL,NULL,NULL,NULL
"807","Quản lý chất lượng và Tư vấn giám sát","QMSC420919",NULL,NULL,NULL,NULL,NULL
"808","Vật liệu xây dựng","COMA220717",NULL,NULL,NULL,NULL,NULL
"809","Kết cấu công trình bê tông cốt thép","RCBS320817",NULL,NULL,NULL,NULL,NULL
"810","Hệ thống điều khiển tự động","ACSY330346",NULL,NULL,NULL,NULL,NULL
"811","Kỹ thuật điện công nghiệp","BAEL 340662",NULL,NULL,NULL,NULL,NULL
"812","Kỹ thuật an toàn trong xây dựng",NULL,NULL,NULL,NULL,NULL,NULL
"813","Kỹ thuật an toàn điện",NULL,NULL,NULL,NULL,NULL,NULL
"814","Kỹ thuật an toàn hóa chất",NULL,NULL,NULL,NULL,NULL,NULL
"815","Công nghệ chế tạo máy","MMAT451525",NULL,NULL,NULL,NULL,NULL
"816","Thiết kế cơ khí","MEDI330823",NULL,NULL,NULL,NULL,NULL
"817","Kinh tế môi trường","ENEC323310",NULL,NULL,NULL,NULL,NULL
"818","Quan trắc môi trường","ENMO322010",NULL,NULL,NULL,NULL,NULL
"819","An toàn và sức khỏe nghề nghiệp","SAOH322110",NULL,NULL,NULL,NULL,NULL
"820","Hóa hữu cơ (Organic Chemistry)","OCHE220203",NULL,NULL,NULL,NULL,NULL
"821","Thí nghiệm Hóa hữu cơ (Experiment of Organic Chemistry)","EOCH210403",NULL,NULL,NULL,NULL,NULL
"822","Nhập môn ngành Công nghệ thực phẩm (Introduction to Food Technology)","INFT330150",NULL,NULL,NULL,NULL,NULL
"823","Quá trình và thiết bị truyền nhiệt trong Công nghệ thực phẩm (Heat Transfer and Equipment) ","HETE330250",NULL,NULL,NULL,NULL,NULL
"824","Quá trình và thiết bị truyền khối trong Công nghệ thực phẩm (Mass Transfer and Equipment)","MTEQ320350",NULL,NULL,NULL,NULL,NULL
"825","Quá trình và thiết bị cơ học-thủy lực-khí nén trong Công nghệ thực phẩm (Mechanical, Hydraulic and Air-Compressed Process and Equipment)","MHAP330450",NULL,NULL,NULL,NULL,NULL
"826","Hóa lý (Physical Chemistry of Food)","PHCF320550",NULL,NULL,NULL,NULL,NULL
"827","Hóa học thực phẩm (Food Chemistry)","FOCH330650",NULL,NULL,NULL,NULL,NULL
"828","Hóa sinh thực phẩm (Food Biochemistry)","FOBI320750",NULL,NULL,NULL,NULL,NULL
"829","Vi sinh thực phẩm (Food Microbiology)","FOMI320850",NULL,NULL,NULL,NULL,NULL
"830","Phụ gia thực phẩm (Food Additives)","FOAD420950",NULL,NULL,NULL,NULL,NULL
"831","Dinh dưỡng và an toàn thực phẩm (Food Nutrition and Food Safety)","FNFS431150",NULL,NULL,NULL,NULL,NULL
"832","Thiết kế công nghệ và nhà máy thực phẩm (Food Process and Plant Design)","FPPD421350",NULL,NULL,NULL,NULL,NULL
"833","Đánh giá cảm quan thực phẩm (Food Sensory Evaluation)","FOSE421450",NULL,NULL,NULL,NULL,NULL
"834","Phân tích thực phẩm (Food Analysis)","FONA421550",NULL,NULL,NULL,NULL,NULL
"835","Anh văn chuyên ngành Công nghệ thực phẩm (Technical English in Food Technology)","TEFT421650",NULL,NULL,NULL,NULL,NULL
"836","Thống kê và qui hoạch thực nghiệm trong Công nghệ thực phẩm (Statistical and Optimization in Food Technology)","SOFT431750",NULL,NULL,NULL,NULL,NULL
"837","Công nghệ chế biến lương thực (Cereal Processing)","CEPR421850",NULL,NULL,NULL,NULL,NULL
"838","Công nghệ sản xuất bánh kẹo (Production of Bakery and Confectionery )","PRBC421950",NULL,NULL,NULL,NULL,NULL
"839","Công nghệ sản xuất rau quả & nước giải khát (Production of Vegetable, Fruit and Beverage)","PVFB422050",NULL,NULL,NULL,NULL,NULL
"840","Công nghệ sản xuất sữa & các sản phẩm từ sữa (Production of Dairy and Related Dairy Products)","PDRD422150",NULL,NULL,NULL,NULL,NULL
"841","Công nghệ sản xuất trà, cà phê, chocolate (Tea, Coffee and Cocoa)","PTCC422250",NULL,NULL,NULL,NULL,NULL
"842","Công nghệ chế biến thịt và thủy sản (Meat and Seafood Processing)","MSPR422350",NULL,NULL,NULL,NULL,NULL
"843","Công nghệ lên men (Fermentation Technology)","FETE424250",NULL,NULL,NULL,NULL,NULL
"844","Đồ án Quá trình và Thiết bị trong Công nghệ thực phẩm (Project of Processes and Equipment in Food Technology)","PPEF412450",NULL,NULL,NULL,NULL,NULL
"845","Chuyên đề doanh nghiệp (Special Topics in Food Technology)","STFT422550",NULL,NULL,NULL,NULL,NULL
"846","Thí nghiệm Quá trình và thiết bị trong Công nghệ thực phẩm (Experiment of Processes and Equipment in Food Technology)","PPEF412650",NULL,NULL,NULL,NULL,NULL
"847","Thí nghiệm Hóa sinh thực phẩm (Practice of Food Biochemistry)","PFCB412750",NULL,NULL,NULL,NULL,NULL
"848","Thí nghiệm Vi sinh thực phẩm (Experiment of Food Microbiology)","PFMI422850",NULL,NULL,NULL,NULL,NULL
"849","Thí nghiệm Phân tích thực phẩm (Practice of Food Analysis)","PRFA422950",NULL,NULL,NULL,NULL,NULL
"850","Thí nghiệm Đánh giá cảm quan thực phẩm (Practice of Food Sensory Evaluation)","PFSE413050",NULL,NULL,NULL,NULL,NULL
"851","Thực tập tốt nghiệp 1 (Factory Practice 1)","FAPR423150",NULL,NULL,NULL,NULL,NULL
"852","Thực tập tốt nghiệp 2 (Factory Practice 2)","FAPR423250",NULL,NULL,NULL,NULL,NULL
"853","Thực tập Công nghệ chế biến lương thực (Practice of Cereal Processing)","PCPR414750",NULL,NULL,NULL,NULL,NULL
"854","Thực tập Công nghệ sản xuất bánh kẹo (Practice of Bakery and Confectionery Production)","PBCP414850",NULL,NULL,NULL,NULL,NULL
"855","Thực tập Công nghệ sản xuất rau quả và nước giải khát  (Practice of Vegetable, Fruit and Beverage Production)","PVFB414950",NULL,NULL,NULL,NULL,NULL
"856","Thực tập Công nghệ sản xuất sữa và các sản phẩm từ sữa (Practice of Dairy and Related Dairy Production)","PDRD415050",NULL,NULL,NULL,NULL,NULL
"857","Thực tập Công nghệ sản xuất trà, cà phê, chocolate (Practice of Tea, Coffee and Chocolate Production)","PRTC415150",NULL,NULL,NULL,NULL,NULL
"858","Thực tập Công nghệ chế biến thịt và thủy sản (Practice of Meat and Seafood Processing)","PMSP415250",NULL,NULL,NULL,NULL,NULL
"859","Thí nghiệm Công nghệ lên men (Experiment of Fermentation Technology) ","PRFT415350",NULL,NULL,NULL,NULL,NULL
"860","Chuyên đề tốt nghiệp (Graduation seminar)","GRSE435950",NULL,NULL,NULL,NULL,NULL
"861","Khóa luận tốt nghiệp (Graduation thesis)","GRTH473350",NULL,NULL,NULL,NULL,NULL
"862","Khoa học thực phẩm (Food Sciences)","FOSC423550",NULL,NULL,NULL,NULL,NULL
"863","An toàn trong sản xuất thực phẩm (Safety in Food Processing)","FMQE413750",NULL,NULL,NULL,NULL,NULL
"864","Bao bì thực phẩm (Food Packaging)","FOPA421250",NULL,NULL,NULL,NULL,NULL
"865","Công nghệ sinh học thực phẩm (Food Biotechnology)","FOBI424350",NULL,NULL,NULL,NULL,NULL
"866","Nghiên cứu và phát triển sản phẩm (Food Research and Development)","FORE424450",NULL,NULL,NULL,NULL,NULL
"867","Công nghệ sấy thực phẩm (Drying Technology in Food )","DRTF424650",NULL,NULL,NULL,NULL,NULL
"868","Công nghệ chất màu ","TOCO423603",NULL,NULL,NULL,NULL,NULL
"869","Công  nghệ hóa hương liệu","TFCF423703",NULL,NULL,NULL,NULL,NULL
"870","Công  nghệ hóa mỹ phẩm ","TCOS423803",NULL,NULL,NULL,NULL,NULL
"871","Phương pháp tính","MATH121101",NULL,NULL,NULL,NULL,NULL
"872","Kỹ thuật phân riêng","TSEP232003",NULL,NULL,NULL,NULL,NULL
"873","An toàn sức khỏe môi trường","HSEN322110",NULL,NULL,NULL,NULL,NULL
"874","Biochemistry Engineering","BIEN325450",NULL,NULL,NULL,NULL,NULL
"875","Physical chemistry","PHCH325550",NULL,NULL,NULL,NULL,NULL
"876","Introduction to Experimental Chemistry","INEC325650",NULL,NULL,NULL,NULL,NULL
"877","Introduction to Heat transfer","INHT335750",NULL,NULL,NULL,NULL,NULL
"878","System Microbiology","SYMI325850",NULL,NULL,NULL,NULL,NULL
"879","Toán ứng dụng","MATH133401",NULL,NULL,NULL,NULL,NULL
"880","Xử lý chất liệu","MAHA241452",NULL,NULL,NULL,NULL,NULL
"881","Lịch sử trang phục 1","WCHI120252",NULL,NULL,NULL,NULL,NULL
"882","Lịch sử trang phục 2","ECHI220352",NULL,NULL,NULL,NULL,NULL
"883","Hình họa cơ bản","BGRA130852",NULL,NULL,NULL,NULL,NULL
"884","Vẽ mỹ thuật căn bản","BADR140552",NULL,NULL,NULL,NULL,NULL
"885","Vẽ Minh họa thời trang cơ bản","BAIL131052",NULL,NULL,NULL,NULL,NULL
"886","Vật liệu thời trang","FAMA131152",NULL,NULL,NULL,NULL,NULL
"887","Nhập môn ngành TKTT","ITFD130352",NULL,NULL,NULL,NULL,NULL
"888","Thiết kế rập căn bản","BSPM241252",NULL,NULL,NULL,NULL,NULL
"889","Lịch sử mỹ thuật","ARTH130152",NULL,NULL,NULL,NULL,NULL
"890","Nguyên lý thị giác","PRVI220752",NULL,NULL,NULL,NULL,NULL
"891","Nền tảng thiết kế thời trang","FUFA231352",NULL,NULL,NULL,NULL,NULL
"892","Vẽ mỹ thuật nâng cao","AADR230652",NULL,NULL,NULL,NULL,NULL
"893","Vẽ Minh họa thời trang nâng cao","ADIL331152",NULL,NULL,NULL,NULL,NULL
"894","Vẽ kỹ thuật thiết kế thời trang","TDFF121552",NULL,NULL,NULL,NULL,NULL
"895","Thiết kế rập nâng cao","ADPM241652",NULL,NULL,NULL,NULL,NULL
"896","Thiết kế thời trang trên dressform","FDDF341752",NULL,NULL,NULL,NULL,NULL
"897","Thiêt kế rập trên máy tính","CAFD341852",NULL,NULL,NULL,NULL,NULL
"898","Thiết kế phụ trang","ACDE321952",NULL,NULL,NULL,NULL,NULL
"899","Đồ án thiết kế thời trang nam","FAPR312052",NULL,NULL,NULL,NULL,NULL
"900","Đồ án thiết kế thời trang nữ","FAPR312152",NULL,NULL,NULL,NULL,NULL
"901","Đồ án thiết kế thời trang ấn tượng","FAPR412252",NULL,NULL,NULL,NULL,NULL
"902","Đồ án trình bày Bộ sưu tập","POPR312352",NULL,NULL,NULL,NULL,NULL
"903","Kinh doanh thời trang","FABU332752",NULL,NULL,NULL,NULL,NULL
"904","Marketing thời trang","FMAK423652",NULL,NULL,NULL,NULL,NULL
"905","Tổ chức show diễn","FSOR332652",NULL,NULL,NULL,NULL,NULL
"906","Liên kết doanh nghiệp","ASEN222852",NULL,NULL,NULL,NULL,NULL
"907","Chuyên đề ngoại khóa","SSFT322952",NULL,NULL,NULL,NULL,NULL
"908","TH ký họa","PSKE323052",NULL,NULL,NULL,NULL,NULL
"909","TH hình họa nâng cao","PADW223152",NULL,NULL,NULL,NULL,NULL
"910","TH thiết kế phụ trang","PACD321652",NULL,NULL,NULL,NULL,NULL
"911","TH may căn bản","PBSE113352",NULL,NULL,NULL,NULL,NULL
"912","TH may trang phục căn bản","BASP233452",NULL,NULL,NULL,NULL,NULL
"913","TH may trang phục nâng cao","AASP333552",NULL,NULL,NULL,NULL,NULL
"914","Thực tập tốt nghiệp ","GRPR423352",NULL,NULL,NULL,NULL,NULL
"915","Khóa luận tốt nghiệp","FPFD473752 ",NULL,NULL,NULL,NULL,NULL
"916","Tin học ứng dụng (Adobe Illustrator)","ITAP143852",NULL,NULL,NULL,NULL,NULL
"917","Cơ sở văn hoá Việt Nam","CSVH230338",NULL,NULL,NULL,NULL,NULL
"918","Mỹ học","AEST220252",NULL,NULL,NULL,NULL,NULL
"919","Nhiếp ảnh","PPHO224052",NULL,NULL,NULL,NULL,NULL
"920","Bố cục trang trí","DRLA423752",NULL,NULL,NULL,NULL,NULL
"921","Khoa học màu sắc","COSC224352",NULL,NULL,NULL,NULL,NULL
"922","Đồ án thiết kế đồng phục","UNDP324652",NULL,NULL,NULL,NULL,NULL
"923","Đồ án Thiết kế thời trang trẻ em","CWDP324752",NULL,NULL,NULL,NULL,NULL
"924","Đồ án Thiết kế thời trang thể thao","SWFD324852",NULL,NULL,NULL,NULL,NULL
"925","Đồ án Thiết kế thời trang lót","UWDP324952",NULL,NULL,NULL,NULL,NULL
"926","Đồ án thiết kế áo khoác","JADE325052",NULL,NULL,NULL,NULL,NULL
"927","Xây dựng thương hiệu","FABR325152",NULL,NULL,NULL,NULL,NULL
"928","Nghệ thuật trưng bày sản phẩm","VIME324152",NULL,NULL,NULL,NULL,NULL
"929","Trang điểm","MAUP314452",NULL,NULL,NULL,NULL,NULL
"930","TH trang điểm","PMAU214952",NULL,NULL,NULL,NULL,NULL
"931","Quản lý chất lượng trang phục","GQMA331351",NULL,NULL,NULL,NULL,NULL
"932","Hệ thống cỡ số trang phục","SSRC220451",NULL,NULL,NULL,NULL,NULL
"933","Thương mại Điện tử","ECOM421308",NULL,NULL,NULL,NULL,NULL
"934","Luật sở hữu trí tuệ","SHTT224156",NULL,NULL,NULL,NULL,NULL
"935","Phối cảnh thiết kế, quảng cáo, minh họa","PRGD323556",NULL,NULL,NULL,NULL,NULL
"936","TT xử lý ảnh","PRIP310956",NULL,NULL,NULL,NULL,NULL
"937","TT dàn trang","PRLT311156",NULL,NULL,NULL,NULL,NULL
"938","Thiết kế 9 (Thiết kế lịch, thiệp)","CADE434556",NULL,NULL,NULL,NULL,NULL
"939","Thiết kế 10 (Thiết kế quảng cáo)","ADDE434656",NULL,NULL,NULL,NULL,NULL
"940","Nghệ thuật chữ","TYPO443956",NULL,NULL,NULL,NULL,NULL
"941","Thiết kế 3 (ấn phẩm nhận diện thương hiệu)","BRDE434056",NULL,NULL,NULL,NULL,NULL
"942","Xuất nhập khẩu hàng may mặc","APIE324951",NULL,NULL,NULL,NULL,NULL
"943","Đàm phán kinh doanh hàng may mặc","IGTN426151",NULL,NULL,NULL,NULL,NULL
"944","Tâm lý học kinh doanh","PSFD320951",NULL,NULL,NULL,NULL,NULL
"945","Nghệ thuật trưng bày sản phẩm","DIPR324752",NULL,NULL,NULL,NULL,NULL
"946","Anh  văn 2","ENGL230137",NULL,NULL,NULL,NULL,NULL
"947","Anh  văn 3","ENGL330137",NULL,NULL,NULL,NULL,NULL
"948","Anh  văn 4","ENGL430137",NULL,NULL,NULL,NULL,NULL
"949","Đồ họa ứng dụng (CNM)","GDAP340851",NULL,NULL,NULL,NULL,NULL
"950","Nhập môn ngành","INGT130151",NULL,NULL,NULL,NULL,NULL
"951","Giáo dục thể chất 3","PHED130713",NULL,NULL,NULL,NULL,NULL
"952","Thiết bị may CN & bảo trì","GEMA230651",NULL,NULL,NULL,NULL,NULL
"953","Nguyên phụ liệu may","GMAC230551",NULL,NULL,NULL,NULL,NULL
"954","Công nghệ SX ngành may","GMTE231451",NULL,NULL,NULL,NULL,NULL
"955","Kỹ thuật may cơ bản","FSTE230751",NULL,NULL,NULL,NULL,NULL
"956","Thiết kế trang phục nam CB","FMDR231051",NULL,NULL,NULL,NULL,NULL
"957","Thiết kế trang phục nữ CB","FWDR331151",NULL,NULL,NULL,NULL,NULL
"958","Thiết kế trang phục nữ NC","AWDR321251",NULL,NULL,NULL,NULL,NULL
"959","Thiết kế trang phục nam NC","AMDR421351",NULL,NULL,NULL,NULL,NULL
"960","Chuẩn bị SX ngành may","PRAP331551",NULL,NULL,NULL,NULL,NULL
"961","Quản lý chất lượng TP","GQMA321651",NULL,NULL,NULL,NULL,NULL
"962","Quản lý SX ngành may","AGMA321751",NULL,NULL,NULL,NULL,NULL
"963","Quản lý đơn hàng ngành may","MEAP431851",NULL,NULL,NULL,NULL,NULL
"964","Lập kế hoạch ngành may","PPAP421951",NULL,NULL,NULL,NULL,NULL
"965","Công nghệ CAD ngành may","CAAP332051",NULL,NULL,NULL,NULL,NULL
"966","Đồ án công nghệ","GTPR412151",NULL,NULL,NULL,NULL,NULL
"967","Đồ án thiết kế","GDPR422251",NULL,NULL,NULL,NULL,NULL
"968","Chuyên đề thực tế (CNM)","GSSS422451",NULL,NULL,NULL,NULL,NULL
"969","TH Thiết kế trang phục nam CB","PFMD222751",NULL,NULL,NULL,NULL,NULL
"970","TH Thiết kế trang phục nữ CB","PFWD322851",NULL,NULL,NULL,NULL,NULL
"971","TH Thiết kế trang phục nữ NC","PAWD322951",NULL,NULL,NULL,NULL,NULL
"972","TH Thiết kế trang phục nam NC","PAMD433051",NULL,NULL,NULL,NULL,NULL
"973","TH chuẩn bị sx ngành may","PPAP323151",NULL,NULL,NULL,NULL,NULL
"974","TH Công nghệ CAD ngành may","PCAP313251",NULL,NULL,NULL,NULL,NULL
"975","Thực tập tốt nghiệp","GRPR443351",NULL,NULL,NULL,NULL,NULL
"976","Chuyên đề tốt nghiệp","TTGT434551",NULL,NULL,NULL,NULL,NULL
"977","Khóa luận tốt nghiệp","GRTH475651",NULL,NULL,NULL,NULL,NULL
"978","Nguyên liệu dệt","TEMA120351",NULL,NULL,NULL,NULL,NULL
"979","Thẩm mỹ học","AEST224851",NULL,NULL,NULL,NULL,NULL
"980","Anh văn chuyên ngành","EGTE320951",NULL,NULL,NULL,NULL,NULL
"981","Mỹ thuật trang phục","ARCL224651",NULL,NULL,NULL,NULL,NULL
"982","Công nghệ hoàn tất vải","FFTE325551",NULL,NULL,NULL,NULL,NULL
"983","Vật liệu dệt thông minh","SMTE322551",NULL,NULL,NULL,NULL,NULL
"984","Thiết kế trang phục bảo hộ lao động","PRDR425351",NULL,NULL,NULL,NULL,NULL
"985","Thiết kế trang phục công sở","WODR425251",NULL,NULL,NULL,NULL,NULL
"986","Thiết kế trang phục cưới","WDDE423451 ",NULL,NULL,NULL,NULL,NULL
"987","Thiết kế Jacket, Trench Coat","JADE422351",NULL,NULL,NULL,NULL,NULL
"988","Thiết kế trang phục lót, áo tắm","PFUS324351",NULL,NULL,NULL,NULL,NULL
"989","Thiết kế thời trang trên Dressform","PMOD434151",NULL,NULL,NULL,NULL,NULL
"990","Thiết kế nón túi xách","HHDE433551",NULL,NULL,NULL,NULL,NULL
"991","Thiết kế giày","FODE433651",NULL,NULL,NULL,NULL,NULL
"992","Thiết kế nhà xưởng & lắp đặt thiết bị","PLIS423751",NULL,NULL,NULL,NULL,NULL
"993","Cải tiến sản xuất ngành may","MIAP435051",NULL,NULL,NULL,NULL,NULL
"994","Tự động hóa các QT sản xuất ngành may","AMPT320251",NULL,NULL,NULL,NULL,NULL
"995","Quản trị thương hiệu trang phục","FABR324451",NULL,NULL,NULL,NULL,NULL
"996","Công nghệ in – thêu","PAET422651",NULL,NULL,NULL,NULL,NULL
"997","Công nghệ Wash sản phẩm may","WATE324551",NULL,NULL,NULL,NULL,NULL
"998","Công nghệ sản xuất hàng dệt kim","KMTE433851",NULL,NULL,NULL,NULL,NULL
"999","Marketing hàng may mặc","GAMA425151",NULL,NULL,NULL,NULL,NULL
"1000","Đàm phán KD hàng may mặc","IGTN424251",NULL,NULL,NULL,NULL,NULL
"1001","Tâm lý học kinh doanh","PGBU324751",NULL,NULL,NULL,NULL,NULL
"1002","Thiết kế trang phục nam CB","FMDR230851",NULL,NULL,NULL,NULL,NULL
"1003","Thiết kế trang phục nữ CB","FWDR330951",NULL,NULL,NULL,NULL,NULL
"1004","Lập trình trên Windows","WIPR230579",NULL,NULL,NULL,NULL,NULL
"1005","Công nghệ phần mềm","SOEN330679",NULL,NULL,NULL,NULL,NULL
"1006","Hệ quản trị cơ sở dữ liệu","DBMS330284",NULL,NULL,NULL,NULL,NULL
"1007","Trí tuệ nhân tạo","ARIN330585",NULL,NULL,NULL,NULL,NULL
"1008","Bảo mật web","WESE331479",NULL,NULL,NULL,NULL,NULL
"1009","Thiết kế phần mềm hướng đối tượng","OOSD330879",NULL,NULL,NULL,NULL,NULL
"1010","Kiểm thử phần mềm","SOTE431079",NULL,NULL,NULL,NULL,NULL
